,Date,Phase (degrees), Distance (M) ,Declination (degrees),Azimuth (degrees),Altitude (degrees)
0,9:57:40 PM,45," 404,804,068 ",26.3275715,325.1346814,-10.3668082
1,9:57:40 PM,36," 402,481,123 ",24.24704657,314.6150699,-6.629488338
2,9:57:40 PM,27," 398,993,622 ",21.02130747,304.0225666,-1.771883728
3,9:57:40 PM,19," 394,571,698 ",16.78031272,293.2050496,1.19085074
4,9:57:40 PM,12," 389,527,615 ",11.68204524,282.0211339,4.683918342
5,9:57:40 PM,6," 384,232,222 ",5.911009793,270.3490783,8.130576089
6,9:57:40 PM,2," 379,080,753 ",-0.314914986,258.1007733,11.29250545
7,9:57:40 PM,0," 374,450,502 ",-6.732567878,245.2403193,13.99229054
8,9:57:40 PM,1," 370,655,579 ",-13.02174668,231.8027144,16.06383826
9,9:57:40 PM,4," 367,908,874 ",-18.80061208,217.9035527,17.36343372
10,9:57:40 PM,10," 366,300,740 ",-23.63856459,203.7276453,17.80102345
11,9:57:40 PM,18," 365,801,536 ",-27.10052407,189.4935037,17.35652328
12,9:57:40 PM,28," 366,287,922 ",-28.8306227,175.4045173,16.08440566
13,9:57:40 PM,39," 367,584,280 ",-28.6530988,161.6083958,14.09781185
14,9:57:40 PM,50," 369,507,116 ",-26.62946623,148.1801756,11.54842324
15,9:57:40 PM,61," 371,900,142 ",-23.02514744,135.1291047,8.599717878
16,9:57:40 PM,72," 374,652,664 ",-18.21297983,122.4188194,5.420602483
17,9:57:40 PM,81," 377,699,859 ",-12.58218792,109.9897533,2.207351083
18,9:57:40 PM,89," 381,007,351 ",-6.490107451,97.77740925,-0.673143425
19,9:57:40 PM,95," 384,547,168 ",-0.251034636,85.72457739,-3.312680384
20,9:57:40 PM,98," 388,272,184 ",5.857159174,73.78787924,-7.59018945
21,9:57:40 PM,100," 392,095,634 ",11.58280722,61.93970033,-10.30539626
22,9:57:40 PM,99," 395,880,839 ",16.69345734,50.16643836,-12.64108617
23,9:57:40 PM,97," 399,442,426 ",20.97504847,38.46420011,-14.57363441
24,9:57:40 PM,93," 402,558,692 ",24.23870104,26.83312048,-16.07548885
25,9:57:40 PM,87," 404,991,531 ",26.3348278,15.2714885,-17.13232061
26,9:57:40 PM,80," 406,510,810 ",27.17052605,3.771021723,-17.73856991
27,9:57:40 PM,72," 406,919,487 ",26.72197248,352.3140259,-17.89259921
28,9:57:40 PM,63," 406,077,541 ",25.03366024,340.8726667,-17.59243289
29,9:57:40 PM,53," 403,922,553 ",22.20340245,329.4101886,-16.83295683
30,9:57:40 PM,44," 400,486,325 ",18.3609583,317.8833154,-15.60528497
31,9:57:40 PM,34," 395,906,057 ",13.65115877,306.2454381,-13.89890051
32,9:57:40 PM,25," 390,428,182 ",8.228554168,294.4494008,-11.70698523
33,9:57:40 PM,16," 384,402,060 ",2.264961721,282.4498786,-9.035101457
34,9:57:40 PM,9," 378,259,531 ",-4.032413843,270.2049886,-5.720971578
35,9:57:40 PM,4," 372,478,275 ",-10.396772,257.6773288,-1.39750313
36,9:57:40 PM,1," 367,528,131 ",-16.47894486,244.8357809,1.694704618
37,9:57:40 PM,0," 363,807,504 ",-21.83971364,231.6592805,5.409430001
38,9:57:40 PM,3," 361,582,993 ",-25.97948555,218.1441119,9.14039053
39,9:57:40 PM,8," 360,949,861 ",-28.42822858,204.3144405,12.57270232
40,9:57:40 PM,15," 361,827,509 ",-28.88607001,190.233705,15.46208835
41,9:57:40 PM,25," 363,991,693 ",-27.33747817,176.0109425,17.61011454
42,9:57:40 PM,35," 367,132,794 ",-24.0446698,161.7955157,18.8850701
43,9:57:40 PM,46," 370,920,054 ",-19.42634683,147.7573186,19.22590849
44,9:57:40 PM,58," 375,054,967 ",-13.9229824,134.0575027,18.64050151
45,9:57:40 PM,68," 379,303,430 ",-7.92173341,120.8205414,17.19242286
46,9:57:40 PM,77," 383,505,394 ",-1.741015538,108.1176122,14.98300522
47,9:57:40 PM,85," 387,565,593 ",4.354656703,95.96421942,12.13605345
48,9:57:40 PM,92," 391,432,756 ",10.13278815,84.32831597,8.789053283
49,9:57:40 PM,96," 395,073,480 ",15.37550423,73.14243319,5.093903436
50,9:57:40 PM,99," 398,447,883 ",19.87159292,62.31521047,1.286615222
51,9:57:40 PM,100," 401,491,038 ",23.42044361,51.73988514,-1.954708789
52,9:57:40 PM,99," 404,103,119 ",25.84835415,41.29987268,-7.351931961
53,9:57:40 PM,96," 406,149,712 ",27.03324583,30.87216822,-11.4502222
54,9:57:40 PM,91," 407,471,113 ",26.92735166,20.3302647,-15.31034033
55,9:57:40 PM,86," 407,898,843 ",25.56479538,9.548435423,-18.84791216
56,9:57:40 PM,78," 407,277,032 ",23.04816711,358.4095053,-21.93914821
57,9:57:40 PM,70," 405,486,521 ",19.52120954,346.8181551,-24.44736272
58,9:57:40 PM,61," 402,469,001 ",15.14185073,334.7203328,-26.22148728
59,9:57:40 PM,51," 398,249,796 ",10.0665319,322.1252727,-27.10083145
60,9:57:40 PM,41," 392,956,772 ",4.449402424,309.1209204,-26.92892413
61,9:57:40 PM,31," 386,833,018 ",-1.544842866,295.8678945,-25.57644934
62,9:57:40 PM,22," 380,238,481 ",-7.717148043,282.5645984,-22.96874458
63,9:57:40 PM,13," 373,635,306 ",-13.80292101,269.3912126,-19.11009751
64,9:57:40 PM,7," 367,551,538 ",-19.44137278,256.4568287,-14.09831557
65,9:57:40 PM,2," 362,520,795 ",-24.16435006,243.7711456,-8.125761659
66,9:57:40 PM,0," 359,003,792 ",-27.43938568,231.2452071,-0.730172143
67,9:57:40 PM,1," 357,308,162 ",-28.79860453,218.7125339,5.625646043
68,9:57:40 PM,5," 357,531,849 ",-28.02051212,205.9611445,12.42403471
69,9:57:40 PM,12," 359,551,064 ",-25.23530994,192.7763932,18.75939632
70,9:57:40 PM,21," 363,057,652 ",-20.85449232,179.00053,24.17784687
71,9:57:40 PM,31," 367,632,069 ",-15.39462322,164.610182,28.30642131
72,9:57:40 PM,42," 372,825,231 ",-9.334508681,149.7863355,30.86682018
73,9:57:40 PM,52," 378,226,929 ",-3.059146498,134.9169591,31.71898873
74,9:57:40 PM,63," 383,508,424 ",3.135436238,120.4876653,30.88569882
75,9:57:40 PM,72," 388,438,609 ",9.014126015,106.9093107,28.53293088
76,9:57:40 PM,81," 392,878,994 ",14.37367758,94.39870591,24.91148603
77,9:57:40 PM,88," 396,764,966 ",19.02239087,82.96997575,20.29388711
78,9:57:40 PM,93," 400,080,120 ",22.77297847,72.49581918,14.93427523
79,9:57:40 PM,97," 402,829,333 ",25.45096024,62.77575647,9.060501223
80,9:57:40 PM,99," 405,014,868 ",26.91733649,53.58057672,2.940022275
81,9:57:40 PM,100," 406,618,926 ",27.09720842,44.67130869,-2.337401727
82,9:57:40 PM,98," 407,593,755 ",25.99935046,35.80111618,-10.26426913
83,9:57:40 PM,95," 407,861,574 ",23.71408378,26.70803069,-16.67985131
84,9:57:40 PM,91," 407,322,627 ",20.38996424,17.10534136,-22.84051803
85,9:57:40 PM,84," 405,871,234 ",16.20245291,6.67850391,-28.54894767
86,9:57:40 PM,77," 403,417,358 ",11.32908885,355.1054422,-33.54835245
87,9:57:40 PM,68," 399,911,849 ",5.938416946,342.1295308,-37.50307296
88,9:57:40 PM,59," 395,372,648 ",0.193010475,327.7113839,-40.00466732
89,9:57:40 PM,48," 389,909,333 ",-5.735662348,312.2119635,-40.6363198
90,9:57:40 PM,38," 383,742,074 ",-11.64278024,296.4154571,-39.10123136
91,9:57:40 PM,28," 377,210,164 ",-17.25919322,281.226701,-35.3411166
92,9:57:40 PM,18," 370,762,825 ",-22.2223098,267.2486915,-29.54603235
93,9:57:40 PM,10," 364,926,047 ",-26.07059177,254.61612,-22.06567404
94,9:57:40 PM,4," 360,241,494 ",-28.30018581,243.110721,-13.31764288
95,9:57:40 PM,1," 357,182,351 ",-28.51036574,232.337327,-2.328773704
96,9:57:40 PM,0," 356,064,226 ",-26.58243705,221.8285619,6.331009924
97,9:57:40 PM,3," 356,979,318 ",-22.75104198,211.0768469,16.09335834
98,9:57:40 PM,9," 359,779,001 ",-17.50014662,199.5346878,25.31104526
99,9:57:40 PM,17," 364,111,478 ",-11.38324182,186.6393589,33.41231557
100,9:57:40 PM,26," 369,499,871 ",-4.894234799,171.9470756,39.8196853
101,9:57:40 PM,36," 375,431,147 ",1.577810753,155.4614851,43.96232481
102,9:57:40 PM,46," 381,431,842 ",7.739400086,138.0058985,45.43135166
103,9:57:40 PM,56," 387,116,790 ",13.36301956,121.0620569,44.19748481
104,9:57:40 PM,66," 392,210,543 ",18.25777224,105.9091183,40.64656508
105,9:57:40 PM,75," 396,547,165 ",22.25020751,93.00931566,35.35727683
106,9:57:40 PM,83," 400,055,042 ",25.18021579,82.16353532,28.86308856
107,9:57:40 PM,89," 402,733,860 ",26.91321497,72.91639491,21.56157706
108,9:57:40 PM,94," 404,628,169 ",27.36390722,64.79820281,13.72991224
109,9:57:40 PM,98," 405,801,293 ",26.51943217,57.39797287,5.60103559
110,9:57:40 PM,100," 406,312,410 ",24.44755964,50.35792271,-1.786373227
111,9:57:40 PM,100," 406,199,521 ",21.28403701,43.34112935,-11.50065375
112,9:57:40 PM,98," 405,470,080 ",17.20636454,35.9886117,-20.00147135
113,9:57:40 PM,94," 404,100,437 ",12.40731634,27.86646151,-28.32191901
114,9:57:40 PM,89," 402,044,650 ",7.077738733,18.40211596,-36.23808095
115,9:57:40 PM,82," 399,251,340 ",1.401387023,6.832747937,-43.39248554
116,9:57:40 PM,74," 395,687,176 ",-4.439415808,352.2874701,-49.20230593
117,9:57:40 PM,65," 391,363,895 ",-10.24929645,334.3355746,-52.80553125
118,9:57:40 PM,54," 386,365,545 ",-15.79849821,314.1316838,-53.2726513
119,9:57:40 PM,44," 380,871,369 ",-20.79868733,294.5539574,-50.19616676
120,9:57:40 PM,33," 375,167,786 ",-24.88667468,277.9435656,-43.99515753
121,9:57:40 PM,22," 369,643,655 ",-27.63892616,264.6667161,-35.47766233
122,9:57:40 PM,13," 364,761,224 ",-28.64628685,253.9720605,-25.37325975
123,9:57:40 PM,6," 360,999,949 ",-27.64934188,244.9503368,-14.23282334
124,9:57:40 PM,2," 358,778,746 ",-24.66282878,236.8315642,-1.45829907
125,9:57:40 PM,0," 358,372,960 ",-19.98936667,228.9643064,9.542103838
126,9:57:40 PM,2," 359,852,391 ",-14.11334239,220.7124133,21.25425269
127,9:57:40 PM,6," 363,062,982 ",-7.562830833,211.3274738,32.39610295
128,9:57:40 PM,12," 367,658,680 ",-0.815053191,199.8125399,42.43391631
129,9:57:40 PM,20," 373,170,863 ",5.740480383,184.8975377,50.66226228
130,9:57:40 PM,29," 379,090,088 ",11.79964138,165.6579057,56.09448249
131,9:57:40 PM,39," 384,938,291 ",17.12392624,143.4135641,57.72272104
132,9:57:40 PM,49," 390,318,567 ",21.51929672,122.3271992,55.37311206
133,9:57:40 PM,59," 394,941,121 ",24.82375834,105.5083911,49.98632969
134,9:57:40 PM,68," 398,629,041 ",26.90854554,92.98802596,42.73315031
135,9:57:40 PM,76," 401,310,019 ",27.69150528,83.56766512,34.40969395
136,9:57:40 PM,84," 402,998,788 ",27.15410472,76.15075586,25.4528417
137,9:57:40 PM,90," 403,774,310 ",25.34996686,69.97153152,16.09659755
138,9:57:40 PM,95," 403,754,631 ",22.39785817,64.50492814,6.505891369
139,9:57:40 PM,98," 403,071,551 ",18.46252951,59.35717848,-2.144303955
140,9:57:40 PM,100," 401,847,713 ",13.73327244,54.17922914,-13.49694986
141,9:57:40 PM,99," 400,178,937 ",8.408356999,48.58718251,-23.55455625
142,9:57:40 PM,97," 398,124,159 ",2.688201056,42.06008298,-33.54193207
143,9:57:40 PM,93," 395,704,696 ",-3.22350112,33.76845188,-43.24542816
144,9:57:40 PM,87," 392,914,348 ",-9.112386077,22.27349109,-52.24533962
145,9:57:40 PM,79," 389,738,101 ",-14.74139874,5.231267931,-59.65631345
146,9:57:40 PM,70," 386,177,908 ",-19.83678944,340.7136052,-63.7751839
147,9:57:40 PM,59," 382,280,545 ",-24.0786548,312.8750109,-62.72683182
148,9:57:40 PM,48," 378,162,282 ",-27.10963549,290.4040983,-56.70734171
149,9:57:40 PM,37," 374,023,747 ",-28.58007601,275.205616,-47.5464939
150,9:57:40 PM,26," 370,148,328 ",-28.23477213,264.8447381,-36.65432292
151,9:57:40 PM,16," 366,879,500 ",-26.00714139,257.203423,-24.7722031
152,9:57:40 PM,9," 364,575,120 ",-22.05837819,251.0145339,-12.31345224
153,9:57:40 PM,3," 363,545,223 ",-16.73436864,245.4986371,0.845982749
154,9:57:40 PM,0," 363,986,677 ",-10.47779532,240.0803846,13.2715946
155,9:57:40 PM,0," 365,934,278 ",-3.748018764,234.1958761,25.78695406
156,9:57:40 PM,3," 369,244,835 ",3.028739703,227.0985856,37.8093284
157,9:57:40 PM,8," 373,618,413 ",9.481660838,217.5566337,48.94146442
158,9:57:40 PM,15," 378,649,609 ",15.29960332,203.3510287,58.52273427
159,9:57:40 PM,23," 383,890,769 ",20.22662051,181.2715815,65.23252771
160,9:57:40 PM,32," 388,912,003 ",24.05714937,151.9048826,67.0426098
161,9:57:40 PM,42," 393,346,850 ",26.63733144,125.4453991,63.38574017
162,9:57:40 PM,51," 396,920,906 ",27.87383728,107.8115241,56.23988697
163,9:57:40 PM,61," 399,464,613 ",27.74438089,96.62887879,47.44757569
164,9:57:40 PM,70," 400,913,219 ",26.30015038,89.05449952,37.87085816
165,9:57:40 PM,78," 401,297,654 ",23.65473296,83.46321104,27.8539725
166,9:57:40 PM,85," 400,728,229 ",19.9637363,78.97721109,17.53729106
167,9:57:40 PM,91," 399,373,111 ",15.40490271,75.07890793,7.014236309
168,9:57:40 PM,96," 397,433,103 ",10.16609361,71.41006499,-2.471797225
169,9:57:40 PM,99," 395,114,581 ",4.442676037,67.6575932,-14.93834602
170,9:57:40 PM,100," 392,603,790 ",-1.558043059,63.45909641,-26.0910597
171,9:57:40 PM,99," 390,045,593 ",-7.608521479,58.2686444,-37.28367363
172,9:57:40 PM,95," 387,531,423 ",-13.45152609,51.07401341,-48.3190327
173,9:57:40 PM,90," 385,098,829 ",-18.79249,39.68480273,-58.74823297
174,9:57:40 PM,82," 382,743,769 ",-23.29916901,19.18888716,-67.36211239
175,9:57:40 PM,73," 380,443,499 ",-26.61867112,344.3386052,-71.0773733
176,9:57:40 PM,63," 378,185,131 ",-28.42351783,309.525896,-67.08065395
177,9:57:40 PM,52," 375,993,396 ",-28.48559752,289.0873471,-57.98487053
178,9:57:40 PM,40," 373,949,834 ",-26.74717325,277.754424,-46.79359532
179,9:57:40 PM,29," 372,197,847 ",-23.34253012,270.6172315,-34.69705708
180,9:57:40 PM,19," 370,929,285 ",-18.55651369,265.4788529,-22.15212375
181,9:57:40 PM,11," 370,353,416 ",-12.75459554,261.3097874,-9.390208968
182,9:57:40 PM,5," 370,653,385 ",-6.325482537,257.5302066,3.630048326
183,9:57:40 PM,1," 371,940,581 ",0.350335741,253.7125133,16.19974365
184,9:57:40 PM,0," 374,219,116 ",6.913653078,249.4123628,28.64639227
185,9:57:40 PM,1," 377,370,981 ",13.03194725,243.9878812,40.68220501
186,9:57:40 PM,5," 381,165,486 ",18.40390874,236.2552601,52.04131846
187,9:57:40 PM,10," 385,289,740 ",22.76704846,223.6652407,62.21568779
188,9:57:40 PM,17," 389,390,588 ",25.91099858,200.9133751,69.90429514
189,9:57:40 PM,25," 393,118,843 ",27.69596419,165.3044297,72.24851852
190,9:57:40 PM,34," 396,167,641 ",28.06942528,133.9495447,67.91144401
191,9:57:40 PM,44," 398,301,312 ",27.06972104,116.0699673,59.83626161
192,9:57:40 PM,53," 399,373,947 ",24.81021077,105.9830346,50.31051437
193,9:57:40 PM,62," 399,337,862 ",21.45031549,99.5828878,40.14684795
194,9:57:40 PM,71," 398,243,631 ",17.1675615,95.0208815,29.6037372
195,9:57:40 PM,80," 396,231,975 ",12.1413834,91.4169595,18.762989
196,9:57:40 PM,87," 393,518,081 ",6.55108446,88.28508554,7.677677343
197,9:57:40 PM,93," 390,368,376 ",0.584698531,85.29574396,-2.422972685
198,9:57:40 PM,97," 387,070,499 ",-5.546025449,82.15402769,-15.55761879
199,9:57:40 PM,100," 383,899,198 ",-11.58908281,78.49751324,-27.45715217
200,9:57:40 PM,100," 381,082,831 ",-17.23917507,73.73542338,-39.45153811
201,9:57:40 PM,97," 378,776,604 ",-22.1358659,66.6624483,-51.31190548
202,9:57:40 PM,92," 377,049,347 ",-25.88504957,54.31310427,-62.48907977
203,9:57:40 PM,85," 375,887,927 ",-28.11640649,28.95454479,-71.29309117
204,9:57:40 PM,76," 375,218,187 ",-28.57304389,345.2808708,-73.13782964
205,9:57:40 PM,65," 374,937,689 ",-27.19318789,311.995829,-66.27848239
206,9:57:40 PM,54," 374,950,716 ",-24.12685932,295.9168806,-55.59651047
207,9:57:40 PM,43," 375,197,045 ",-19.67546012,287.2891769,-43.71124023
208,9:57:40 PM,32," 375,666,956 ",-14.20357439,281.766805,-31.40559233
209,9:57:40 PM,22," 376,400,054 ",-8.075559595,277.67044,-18.96095691
210,9:57:40 PM,13," 377,467,986 ",-1.630619079,274.2257298,-6.417515124
211,9:57:40 PM,7," 378,946,443 ",4.816934659,270.9814992,5.976325457
212,9:57:40 PM,2," 380,883,037 ",10.9689237,267.5823599,18.06121268
213,9:57:40 PM,0," 383,269,898 ",16.53709813,263.6330626,29.94088217
214,9:57:40 PM,0," 386,026,948 ",21.2457398,258.5397085,41.4333414
215,9:57:40 PM,3," 389,000,684 ",24.84659675,251.1955066,52.32463812
216,9:57:40 PM,7," 391,976,719 ",27.14588851,239.2253269,62.16832042
217,9:57:40 PM,12," 394,704,058 ",28.03545965,217.6380086,69.79076374
218,9:57:40 PM,20," 396,924,599 ",27.51198042,183.0273363,72.50085986
219,9:57:40 PM,28," 398,403,368 ",25.66996197,150.9219501,68.63130497
220,9:57:40 PM,36," 398,956,004 ",22.6701618,132.1622891,60.791969
221,9:57:40 PM,46," 398,470,767 ",18.70065335,121.565155,51.33227652
222,9:57:40 PM,55," 396,924,076 ",13.94851374,114.836681,41.12339766
223,9:57:40 PM,65," 394,389,042 ",8.589509715,110.0084407,30.44601564
224,9:57:40 PM,74," 391,035,747 ",2.793856472,106.1406071,19.39052117
225,9:57:40 PM,82," 387,122,119 ",-3.257014811,102.7092566,8.014338222
226,9:57:40 PM,90," 382,973,552 ",-9.347453645,99.34910408,-2.432753943
227,9:57:40 PM,95," 378,950,727 ",-15.20332333,95.71650895,-15.96901986
228,9:57:40 PM,99," 375,406,904 ",-20.47473934,91.36485882,-28.27678341
229,9:57:40 PM,100," 372,640,450 ",-24.74137458,85.53405609,-40.61884476
230,9:57:40 PM,98," 370,852,237 ",-27.56256219,76.6390051,-52.62691497
231,9:57:40 PM,94," 370,118,513 ",-28.58299905,60.8881449,-63.42279395
232,9:57:40 PM,87," 370,388,770 ",-27.65688844,30.67280182,-70.54872349
233,9:57:40 PM,78," 371,508,915 ",-24.9048919,350.2811157,-69.68556516
234,9:57:40 PM,68," 373,263,306 ",-20.65569124,323.6568743,-61.71575209
235,9:57:40 PM,57," 375,422,543 ",-15.32521987,309.739435,-50.94978593
236,9:57:40 PM,45," 377,785,022 ",-9.318952474,301.5218705,-39.31350681
237,9:57:40 PM,34," 380,203,371 ",-2.990401543,295.8543161,-27.44133687
238,9:57:40 PM,25," 382,593,018 ",3.35870718,291.3870718,-15.57256495
239,9:57:40 PM,16," 384,924,532 ",9.460674118,287.4382663,-2.385587858
240,9:57:40 PM,9," 387,204,008 ",15.06291761,283.5747288,7.864187612
241,9:57:40 PM,4," 389,447,711 ",19.91718431,279.4285307,19.13030804
242,9:57:40 PM,1," 391,656,932 ",23.78278889,274.5751622,30.11431433
243,9:57:40 PM,0," 393,798,718 ",26.44706405,268.3903166,40.65085102
244,9:57:40 PM,1," 395,795,467 ",27.75956379,259.8036214,50.49156561
245,9:57:40 PM,4," 397,525,372 ",27.66553551,246.877625,59.12901601
246,9:57:40 PM,9," 398,833,119 ",26.21808442,226.7012735,65.46774576
247,9:57:40 PM,15," 399,548,104 ",23.55893107,198.9523458,67.66058483
248,9:57:40 PM,22," 399,507,386 ",19.87868427,172.1665979,64.71756559
249,9:57:40 PM,30," 398,580,451 ",15.37824946,153.3938502,58.04822054
250,9:57:40 PM,39," 396,693,109 ",10.24618104,141.2407443,49.40512157
251,9:57:40 PM,49," 393,847,866 ",4.654621596,132.8867673,39.70350378
252,9:57:40 PM,59," 390,139,429 ",-1.230099957,126.5758501,29.32653056
253,9:57:40 PM,68," 385,762,194 ",-7.226769398,121.324063,18.43675355
254,9:57:40 PM,78," 381,007,002 ",-13.11211224,116.5239699,7.149746409
255,9:57:40 PM,86," 376,243,765 ",-18.59216006,111.7163569,-3.548699706
256,9:57:40 PM,93," 371,887,080 ",-23.28378945,106.4414154,-16.73672117
257,9:57:40 PM,98," 368,345,347 ",-26.73038309,100.0854395,-28.86593675
258,9:57:40 PM,100," 365,960,193 ",-28.48228022,91.63037559,-40.76085122
259,9:57:40 PM,99," 364,948,827 ",-28.24194771,79.17261597,-51.7670727
260,9:57:40 PM,95," 365,366,456 ",-25.99580424,59.38904815,-60.51876144
261,9:57:40 PM,89," 367,101,655 ",-22.0233438,30.23816615,-64.48703305
262,9:57:40 PM,80," 369,906,563 ",-16.77741106,0.236188769,-61.78029055
263,9:57:40 PM,70," 373,451,605 ",-10.73967369,339.1967568,-54.17289756
264,9:57:40 PM,60," 377,387,247 ",-4.334217684,325.8685442,-44.34198429
265,9:57:40 PM,48," 381,396,941 ",2.094304343,316.7908677,-33.69599382
266,9:57:40 PM,38," 385,231,676 ",8.266366468,309.9037147,-22.82850031
267,9:57:40 PM,28," 388,724,018 ",13.94234743,304.1121787,-11.99686358
268,9:57:40 PM,19," 391,784,728 ",18.9009134,298.7740034,-0.611051722
269,9:57:40 PM,12," 394,386,499 ",22.92917269,293.4363745,9.198062087
270,9:57:40 PM,6," 396,541,313 ",25.82972034,287.6949994,19.26318425
271,9:57:40 PM,3," 398,275,432 ",27.44514978,281.0950696,28.93397226
272,9:57:40 PM,1," 399,607,353 ",27.6913897,273.0348453,38.00866747
273,9:57:40 PM,0," 400,531,640 ",26.58160586,262.6695141,46.17255354
274,9:57:40 PM,2," 401,010,469 ",24.22404696,248.9253976,52.88841901
275,9:57:40 PM,5," 400,974,941 ",20.79375166,231.0571583,57.31929592
276,9:57:40 PM,10," 400,334,251 ",16.49448219,210.2004926,58.53414069
277,9:57:40 PM,17," 398,992,612 ",11.52866116,189.9254859,56.1981272
278,9:57:40 PM,24," 396,870,540 ",6.083350615,173.1742693,50.91718543
279,9:57:40 PM,33," 393,929,093 ",0.33152861,160.2543791,43.62615998
280,9:57:40 PM,43," 390,193,383 ",-5.555042305,150.1697004,35.03174318
281,9:57:40 PM,53," 385,772,713 ",-11.38445709,141.8730833,25.55209801
282,9:57:40 PM,63," 380,873,598 ",-16.91753073,134.5656141,15.432237
283,9:57:40 PM,73," 375,801,161 ",-21.84068158,127.6399389,4.896880652
284,9:57:40 PM,83," 370,943,705 ",-25.753991,120.5677288,-6.123163853
285,9:57:40 PM,90," 366,736,865 ",-28.20358901,112.785985,-17.38314735
286,9:57:40 PM,96," 363,606,561 ",-28.78697786,103.5696761,-28.32701262
287,9:57:40 PM,99," 361,899,471 ",-27.30890411,91.88675358,-38.543181
288,9:57:40 PM,100," 361,816,329 ",-23.88443635,76.36976588,-47.13528578
289,9:57:40 PM,97," 363,370,091 ",-18.89927279,56.04825577,-52.75999779
290,9:57:40 PM,91," 366,383,361 ",-12.86750356,32.58705796,-54.05626866
291,9:57:40 PM,83," 370,526,877 ",-6.297118266,10.67846461,-50.85473018
292,9:57:40 PM,74," 375,384,299 ",0.379444749,353.3477067,-44.42880283
293,9:57:40 PM,63," 380,522,984 ",6.817680567,340.2709817,-36.24943272
294,9:57:40 PM,52," 385,552,996 ",12.74396099,330.0712416,-27.28062081
295,9:57:40 PM,42," 390,164,787 ",17.93101662,321.5966161,-18.04535639
296,9:57:40 PM,32," 394,145,535 ",22.17931573,314.0568249,-8.819357125
297,9:57:40 PM,23," 397,377,686 ",25.31203776,306.900098,0.678764777
298,9:57:40 PM,16," 399,824,910 ",27.18655583,299.6980187,9.116886996
299,9:57:40 PM,9," 401,511,101 ",27.71801383,292.0666757,17.46681376
300,9:57:40 PM,5," 402,495,996 ",26.90179384,283.6156826,25.31239764
301,9:57:40 PM,2," 402,851,590 ",24.81936351,273.9240813,32.42822533
302,9:57:40 PM,0," 402,641,661 ",21.62196728,262.5680175,38.51091177
303,9:57:40 PM,1," 401,907,379 ",17.50111346,249.2568804,43.15655715
304,9:57:40 PM,3," 400,660,656 ",12.66036147,234.1162088,45.90475207
305,9:57:40 PM,7," 398,885,854 ",7.297704002,217.9490144,46.38516025
306,9:57:40 PM,13," 396,550,265 ",1.600356171,202.0399738,44.50717242
307,9:57:40 PM,20," 393,621,670 ",-4.250040145,187.4647736,40.50965735
308,9:57:40 PM,28," 390,091,118 ",-10.06417573,174.6212859,34.81283903
309,9:57:40 PM,38," 385,997,829 ",-15.62568658,163.3387149,27.83887266
310,9:57:40 PM,48," 381,452,149 ",-20.66858366,153.1903379,19.93156265
311,9:57:40 PM,59," 376,652,268 ",-24.85956204,143.6931238,11.36699293
312,9:57:40 PM,69," 371,888,613 ",-27.80357354,134.3712679,2.505929388
313,9:57:40 PM,79," 367,530,361 ",-29.09954448,124.7479002,-6.956577987
314,9:57:40 PM,88," 363,989,359 ",-28.4558947,114.3132153,-16.16433425
315,9:57:40 PM,95," 361,662,269 ",-25.81643473,102.5047744,-24.79171354
316,9:57:40 PM,99," 360,859,264 ",-21.40455038,88.76063746,-32.30519655
317,9:57:40 PM,100," 361,737,853 ",-15.65176287,72.75710807,-37.97100239
318,9:57:40 PM,98," 364,263,169 ",-9.073728483,54.87475755,-41.06387256
319,9:57:40 PM,93," 368,209,261 ",-2.169638758,36.46674202,-41.20049684
320,9:57:40 PM,86," 373,201,028 ",4.629036661,19.21929687,-38.60096099
321,9:57:40 PM,77," 378,781,237 ",10.97037726,4.10907468,-33.94465369
322,9:57:40 PM,68," 384,481,511 ",16.57246001,351.1799959,-27.98866896
323,9:57:40 PM,58," 389,880,806 ",21.20806831,339.9902609,-21.32987655
324,9:57:40 PM,47," 394,643,799 ",24.69511526,330.0038686,-14.36973278
325,9:57:40 PM,38," 398,538,410 ",26.89885261,320.7447822,-7.332562398
326,9:57:40 PM,28," 401,437,119 ",27.74445422,311.8198833,0.062061834
327,9:57:40 PM,20," 403,306,385 ",27.23059201,302.9011589,6.275459142
328,9:57:40 PM,13," 404,188,631 ",25.43197282,293.7044457,12.4655486
329,9:57:40 PM,7," 404,180,202 ",22.4857797,283.9780378,18.18771461
330,9:57:40 PM,3," 403,407,256 ",18.5680935,273.507631,23.24792686
331,9:57:40 PM,1," 402,003,270 ",13.87127973,262.1434529,27.44470074
332,9:57:40 PM,0," 400,088,898 ",8.589669736,249.8490578,30.55746725
333,9:57:40 PM,1," 397,758,324 ",2.914809134,236.7539459,32.37623393
334,9:57:40 PM,4," 395,072,853 ",-2.961691605,223.1658309,32.74920324
335,9:57:40 PM,9," 392,063,659 ",-8.839838485,209.4998518,31.6284375
336,9:57:40 PM,16," 388,743,976 ",-14.49888348,196.1416684,29.08562637
337,9:57:40 PM,24," 385,128,644 ",-19.68274153,183.3267581,25.28826487
338,9:57:40 PM,33," 381,258,625 ",-24.08809576,171.1013069,20.45581212
339,9:57:40 PM,44," 377,225,385 ",-27.36660075,159.3550891,14.82426991
340,9:57:40 PM,55," 373,190,160 ",-29.15921175,147.8784861,8.640556433
