FID,X,Y,Call_Taken,Location,Day,x2,y2
1111,-10379483.201505,5619159.573026,12/31/2015 12:00:00 AM,915 6TH ST SE,Day 3,-10379483.2015038,5619159.57302623
1112,-10376845.285298,5619395.403741,12/31/2015 12:00:00 AM,895 weeks ave se,Day 3,-10376845.2852967,5619395.4037407
1113,-10380520.563165,5609373.361179,12/31/2015 12:00:00 AM,4429 17th Ave S,Day 3,-10380520.5631641,5609373.36117938
1114,-10380102.101731,5612505.322366,12/31/2015 12:00:00 AM,3313 Longfellow ave s,Day 3,-10380102.1017301,5612505.32236628
1115,-10385354.396622,5612148.860057,12/31/2015 12:00:00 AM,3449 DuPont Ave South,Day 3,-10385354.3966213,5612148.86005679
1116,-10378690.308127,5619736.389952,12/31/2015 12:00:00 AM,1027 13th ave se,Day 3,-10378690.3081258,5619736.38995247
1117,-10380056.759241,5618674.980502,12/31/2015 12:00:00 AM,205 8th ave se,Day 3,-10380056.7592397,5618674.98050157
1118,-10385211.984603,5612207.337111,12/31/2015 12:00:00 AM,3427 Colfax Ave South,Day 3,-10385211.9846023,5612207.33711093
1119,-10381788.43464,5609974.748332,12/31/2015 12:00:00 AM,4217 elliot ave,Day 3,-10381788.4346387,5609974.74833157
1120,0,0,12/31/2015 12:00:00 AM,421 giarad ter,Day 3
1121,-10386193.760628,5619801.474903,12/31/2015 12:00:00 AM,1103 James ave n,Day 3,-10386193.7606266,5619801.47490284
1122,-10382777.253621,5623112.5984,12/31/2015 12:00:00 AM,51 22nd Ave NE,Day 3,-10382777.2536204,5623112.59840031
1123,-10385614.880012,5615833.390803,12/31/2015 12:00:00 AM,1923 fremont ave s,Day 3,-10385614.8800115,5615833.39080327
1124,-10381945.00956,5623102.05807,12/31/2015 12:00:00 AM,353 22nd ave ne,Day 3,-10381945.009559,5623102.05807044
1125,-10386468.741324,5623965.065121,12/31/2015 12:00:00 AM,3327 logan Ave  N,Day 3,-10386468.7413226,5623965.06512076
1126,-10381793.00642,5611915.777927,12/31/2015 12:00:00 AM,3533 elliot av s,Day 3,-10381793.0064187,5611915.77792678
1127,-10386053.111141,5620223.661244,12/31/2015 12:00:00 AM,1315 Irving Ave n,Day 3,-10386053.1111397,5620223.66124384
1128,-10376670.202324,5619947.325807,12/31/2015 12:00:00 AM,1067 27th ave se,Day 3,-10376670.202323,5619947.32580691
1129,-10379493.372591,5613103.482977,12/31/2015 12:00:00 AM,3101 22nd Ave s,Day 3,-10379493.37259,5613103.48297744
1130,-10387599.967312,5620328.562544,12/31/2015 12:00:00 AM,1349 THOMAS AVE N,Day 3,-10387599.9673107,5620328.56254393
1131,-10383351.820368,5616014.471814,12/31/2015 12:00:00 AM,1815 Stevens AV s,Day 3,-10383351.8203669,5616014.47181412
1132,-10378931.348581,5618848.562142,12/31/2015 12:00:00 AM,1301 6th st se,Day 3,-10378931.3485799,5618848.5621424
1133,-10376952.992624,5620052.598936,12/31/2015 12:00:00 AM,1089 25th ave SE,Day 3,-10376952.9926225,5620052.5989356
1134,-10387464.154335,5619344.121981,12/31/2015 12:00:00 AM,801 Sheridan Ave n,Day 3,-10387464.1543342,5619344.12198087
1135,-10385205.383709,5625017.052783,12/31/2015 12:00:00 AM,3701 colfax ave n,Day 3,-10385205.383708,5625017.05278294
1136,-10380053.470247,5618680.955444,12/31/2015 12:00:00 AM,209 8th ave se,Day 3,-10380053.4702456,5618680.95544361
1137,-10383435.965386,5616040.686017,12/31/2015 12:00:00 AM,111 18th st e,Day 3,-10383435.9653847,5616040.68601689
1138,-10378928.401332,5618846.908388,12/31/2015 12:00:00 AM,1303 6TH ST SE,Day 3,-10378928.4013306,5618846.90838771
1139,-10384058.789149,5616241.778465,12/31/2015 12:00:00 AM,229 OAK GROVE ST,Day 3,-10384058.789148,5616241.77846537
1140,-10387744.024275,5620004.098407,12/31/2015 12:00:00 AM,1213 upton ave n,Day 3,-10387744.024274,5620004.09840748
1141,-10383484.874399,5615842.55751,12/31/2015 12:00:00 AM,103 19th st e,Day 3,-10383484.874398,5615842.55750958
1142,-10379471.703546,5619153.084218,12/31/2015 12:00:00 AM,927 6th st se,Day 3,-10379471.703545,5619153.08421836
1143,-10385210.521499,5625725.097851,12/31/2015 12:00:00 AM,3951 colfax ave n,Day 3,-10385210.5214979,5625725.09785058
1144,-10379681.817852,5613081.676054,12/31/2015 12:00:00 AM,3109 21st ave s,Day 3,-10379681.8178514,5613081.67605367
1145,-10385772.272074,5613001.886858,12/31/2015 12:00:00 AM,3139 GIRARD AVE S,Day 3,-10385772.2720735,5613001.88685778
1146,-10379701.710675,5615806.372878,12/31/2015 12:00:00 AM,925 21st ave S,Day 3,-10379701.7106743,5615806.37287829
1147,-10383435.668046,5616208.447621,12/31/2015 12:00:00 AM,111 17th st e,Day 3,-10383435.6680445,5616208.44762146
1148,-10384617.830153,5625718.546468,12/31/2015 12:00:00 AM,3951 6th st n,Day 3,-10384617.8301522,5625718.54646807
1149,-10380523.998625,5611644.564352,12/31/2015 12:00:00 AM,3627 17th ave s,Day 3,-10380523.9986241,5611644.56435217
1150,-10383423.666909,5616040.738517,12/31/2015 12:00:00 AM,113 18th st e,Day 3,-10383423.6669081,5616040.73851727
1151,-10383411.368432,5616040.791018,12/31/2015 12:00:00 AM,115 18th st e,Day 3,-10383411.3684315,5616040.79101765
1152,-10379282.713752,5611433.151922,12/31/2015 12:00:00 AM,2311 37th st e,Day 3,-10379282.7137506,5611433.15192186
1153,-10380084.507916,5611717.795101,12/31/2015 12:00:00 AM,1857 36th st e,Day 3,-10380084.5079153,5611717.79510068
1154,-10380523.776554,5611595.62497,12/31/2015 12:00:00 AM,3645 17th ave s,Day 3,-10380523.7765528,5611595.62497037
1155,-10381996.068552,5622701.701685,12/31/2015 12:00:00 AM,325 19th ave ne,Day 3,-10381996.0685514,5622701.70168523
1156,-10386618.086782,5618375.792988,12/31/2015 12:00:00 AM,305 morgan ave n,Day 3,-10386618.0867814,5618375.79298761
1157,-10379289.482835,5612821.698338,12/31/2015 12:00:00 AM,2309 32nd st e,Day 3,-10379289.4828342,5612821.69833776
1158,-10380165.493779,5611717.768157,12/31/2015 12:00:00 AM,1839 36 st e,Day 3,-10380165.4937776,5611717.76815727
1159,-10385288.608112,5622315.191757,12/31/2015 12:00:00 AM,2519 dupont Ave n,Day 3,-10385288.6081114,5622315.19175671
1160,-10381070.338095,5623272.549926,12/31/2015 12:00:00 AM,669 23rd ave ne,Day 3,-10381070.3380936,5623272.54992593
1161,-10384499.110772,5614971.251639,12/31/2015 12:00:00 AM,2440 Harriet ave s,Day 3,-10384499.1107711,5614971.25163936
1162,-10377237.833583,5619977.767813,12/31/2015 12:00:00 AM,1071 23rd ave se,Day 3,-10377237.833582,5619977.76781271
1163,-10385289.300548,5621611.796284,12/31/2015 12:00:00 AM,2125 dupont Ave n,Day 3,-10385289.300547,5621611.79628442
1164,-10383212.131959,5615797.073405,12/31/2015 12:00:00 AM,1925 2ND AVE S,Day 3,-10383212.1319579,5615797.07340493
1165,-10383374.473003,5616040.948519,12/31/2015 12:00:00 AM,121 18th st e,Day 3,-10383374.4730016,5616040.9485188
1166,-10377356.818552,5614245.926307,12/31/2015 12:00:00 AM,3521 27th st E,Day 3,-10377356.8185506,5614245.92630681
1167,-10377098.009578,5614516.145424,12/31/2015 12:00:00 AM,2607 37 th ave s,Day 3,-10377098.0095767,5614516.14542395
1168,-10386750.630688,5623640.062693,12/31/2015 12:00:00 AM,3211 Newton Ave N,Day 3,-10386750.6306869,5623640.0626934
1169,-10386892.454661,5624263.776146,12/31/2015 12:00:00 AM,3431 Oliver Ave n,Day 3,-10386892.4546602,5624263.77614599
1170,-10384344.843138,5615008.686882,12/31/2015 12:00:00 AM,2427 Grand Ave S,Day 3,-10384344.8431369,5615008.68688183
1171,-10383211.813717,5616202.992315,12/31/2015 12:00:00 AM,1705 2nd av s,Day 3,-10383211.8137165,5616202.99231516
1172,-10382462.147081,5621498.31536,12/31/2015 12:00:00 AM,127 12th ave ne,Day 3,-10382462.1470805,5621498.31535995
1173,-10383041.92696,5616041.601049,12/31/2015 12:00:00 AM,305 18th st e,Day 3,-10383041.9269594,5616041.60104901
1174,-10382312.113182,5621497.903744,12/31/2015 12:00:00 AM,215 12th ave ne,Day 3,-10382312.1131813,5621497.90374367
1175,-10383194.129982,5616040.943489,12/31/2015 12:00:00 AM,215 18th St e,Day 3,-10383194.1299808,5616040.94348879
1176,-10382928.210384,5615641.279382,12/31/2015 12:00:00 AM,2001 Clinton ave s,Day 3,-10382928.2103829,5615641.27938152
1177,-10376681.886276,5619297.076543,12/31/2015 12:00:00 AM,875 27th ave se,Day 3,-10376681.8862755,5619297.07654333
1178,-10383329.739652,5616208.519024,12/31/2015 12:00:00 AM,139 17th st e,Day 3,-10383329.7396509,5616208.51902438
1179,-10380652.259982,5616664.294146,12/31/2015 12:00:00 AM,1501 6th st s,Day 3,-10380652.2599805,5616664.29414564
1180,-10379171.901897,5615798.512089,12/31/2015 12:00:00 AM,927 24th ave s,Day 3,-10379171.9018963,5615798.51208877
1181,-10382928.175469,5615342.367806,12/31/2015 12:00:00 AM,2215 Clinton ave s,Day 3,-10382928.1754684,5615342.36780574
1182,-10382452.401117,5621498.271693,12/31/2015 12:00:00 AM,133 12th ave ne,Day 3,-10382452.4011162,5621498.271693
1183,-10386892.489145,5624301.964598,12/31/2015 12:00:00 AM,3445 Oliver  Ave N,Day 3,-10386892.4891439,5624301.9645979
1184,-10382449.152462,5621498.257137,12/31/2015 12:00:00 AM,135 12th ave ne,Day 3,-10382449.1524614,5621498.25713735
1185,-10386044.094155,5619087.492877,12/31/2015 12:00:00 AM,1500 olson mem hwy,Day 3,-10386044.0941538,5619087.49287729
1186,-10382455.649772,5621498.286249,12/31/2015 12:00:00 AM,131 12th ave ne,Day 3,-10382455.6497709,5621498.28624865
1187,-10377510.907827,5619923.628185,12/31/2015 12:00:00 AM,1064 21st ave se,Day 3,-10377510.9078262,5619923.62818467
1188,-10383350.110845,5616041.007125,12/31/2015 12:00:00 AM,127 18th st e,Day 3,-10383350.1108442,5616041.00712518
1189,-10383471.860186,5616208.390649,12/31/2015 12:00:00 AM,105 17th st e,Day 3,-10383471.8601846,5616208.39064944
1190,-10384494.432516,5613366.367086,12/31/2015 12:00:00 AM,3009 Harriet ave s,Day 3,-10384494.4325154,5613366.36708624
1191,-10378310.371688,5613024.419073,12/31/2015 12:00:00 AM,3145 29th ave S,Day 3,-10378310.3716874,5613024.41907278
1192,-10385213.990006,5611928.531544,12/31/2015 12:00:00 AM,3525 Colfax ave s,Day 3,-10385213.9900047,5611928.5315436
1193,-10383352.859366,5616200.03792,12/31/2015 12:00:00 AM,1707 stevens ave s,Day 3,-10383352.8593654,5616200.03791968
1194,-10378310.479508,5613080.953981,12/31/2015 12:00:00 AM,3125 29th ave S,Day 3,-10378310.479507,5613080.95398129
1195,-10385212.126752,5612185.530382,12/31/2015 12:00:00 AM,3435 COLFAX AVE S,Day 3,-10385212.1267507,5612185.53038187
1196,-10385342.443946,5623452.614465,12/31/2015 12:00:00 AM,3101 dupont ave n,Day 3,-10385342.4439455,5623452.6144654
1197,-10380176.750005,5623884.356478,12/31/2015 12:00:00 AM,949 26th ave ne,Day 3,-10380176.7500044,5623884.35647758
1198,-10377225.155227,5620039.941395,12/31/2015 12:00:00 AM,1086 23rd ave se,Day 3,-10377225.1552258,5620039.94139517
1199,-10380098.501157,5611568.26066,12/31/2015 12:00:00 AM,3655 Longfellow ave s,Day 3,-10380098.5011559,5611568.26066023
1200,-10383352.81428,5616193.609516,12/31/2015 12:00:00 AM,1711 Stevens ave s,Day 3,-10383352.8142795,5616193.60951558
1201,-10383374.473003,5616040.948519,12/31/2015 12:00:00 AM,121 18th st e,Day 3,-10383374.4730016,5616040.9485188
1202,-10382927.826697,5615827.364728,12/31/2015 12:00:00 AM,1909 Clinton ave s,Day 3,-10382927.8266964,5615827.36472796
1203,-10386499.081709,5618616.142549,12/31/2015 12:00:00 AM,1819 4th Ave s,Day 3,-10386499.0817082,5618616.14254908
1204,-10384628.391326,5614965.912494,12/31/2015 12:00:00 AM,2443 Garfield ave s,Day 3,-10384628.3913246,5614965.91249428
1205,-10384628.020724,5615030.64271,12/31/2015 12:00:00 AM,2419 Garfield ave s,Day 3,-10384628.0207225,5615030.64271022
1206,-10385473.914099,5615617.52085,12/31/2015 12:00:00 AM,2021 Emerson ave s,Day 3,-10385473.9140975,5615617.52085033
1207,-10379333.802133,5618858.438418,12/30/2015 12:00:00 AM,1100 5th st se,Day 2,-10379333.8021317,5618858.43841812
1208,-10382171.979669,5616360.38769,12/30/2015 12:00:00 AM,716 16th st e,Day 2,-10382171.9796682,5616360.38769016
1209,-10387587.215313,5621074.84555,12/30/2015 12:00:00 AM,1714 thomas ave n,Day 2,-10387587.2153115,5621074.84555029
1210,-10380536.196777,5621123.318047,12/30/2015 12:00:00 AM,734 jackson st ne,Day 2,-10380536.1967757,5621123.31804741
1211,-10382161.070777,5616360.361479,12/30/2015 12:00:00 AM,720 16th st e,Day 2,-10382161.0707764,5616360.36147883
1212,-10382798.166384,5615827.432995,12/30/2015 12:00:00 AM,1908 4TH AVE S,Day 2,-10382798.1663828,5615827.43299507
1213,-10385106.484699,5622125.694617,12/30/2015 12:00:00 AM,2410 Bryant Ave n,Day 2,-10385106.4846985,5622125.69461735
1214,-10380401.505545,5613027.029049,12/30/2015 12:00:00 AM,3128 18th ave s,Day 2,-10380401.5055444,5613027.02904888
1215,-10378904.060867,5619260.421554,12/30/2015 12:00:00 AM,814 12th ave se,Day 2,-10378904.0608659,5619260.42155448
1216,-10379686.182272,5620894.916198,12/30/2015 12:00:00 AM,650 fillmore st ne,Day 2,-10379686.1822707,5620894.9161982
1217,-10385749.878114,5622550.495632,12/30/2015 12:00:00 AM,2630 Girard Ave n,Day 2,-10385749.8781128,5622550.49563237
1218,-10387333.59783,5619231.919613,12/30/2015 12:00:00 AM,718 Russell   Ave  N,Day 2,-10387333.5978291,5619231.91961261
1219,-10380961.214385,5620898.043287,12/30/2015 12:00:00 AM,652 madison st ne,Day 2,-10380961.2143843,5620898.04328657
1220,-10385750.474162,5622905.455201,12/30/2015 12:00:00 AM,2814 girard ave n,Day 2,-10385750.4741606,5622905.45520073
1221,0,0,12/30/2015 12:00:00 AM,638 pol st ne,Day 2
1222,-10378210.999436,5618833.391878,12/30/2015 12:00:00 AM,1588 8th St se.,Day 2,-10378210.9994352,5618833.39187845
1223,-10383364.004591,5616022.106424,12/30/2015 12:00:00 AM,1810 stevens AVE S,Day 2,-10383364.0045897,5616022.10642382
1224,-10380393.991447,5620779.330649,12/30/2015 12:00:00 AM,608 vanburen st ne,Day 2,-10380393.991446,5620779.33064858
1225,-10379684.704927,5620495.950014,12/30/2015 12:00:00 AM,408 fillmore st ne,Day 2,-10379684.7049263,5620495.9500143
1226,0,0,12/30/2015 12:00:00 AM,1502 e 33rd st,Day 2
1227,-10384223.520485,5616058.73338,12/30/2015 12:00:00 AM,246 clifton ave s,Day 2,-10384223.5204837,5616058.7333804
1228,-10386458.849992,5620438.866884,12/30/2015 12:00:00 AM,1402 Logan Ave N,Day 2,-10386458.8499913,5620438.86688431
1229,-10378847.789204,5618990.658329,12/30/2015 12:00:00 AM,1302 7th st SE,Day 2,-10378847.7892026,5618990.65832883
1230,-10379521.720963,5621027.930222,12/30/2015 12:00:00 AM,1310 summer st ne,Day 2,-10379521.7209624,5621027.93022225
1231,-10385787.449651,5612502.221009,12/30/2015 12:00:00 AM,3312 girard ave s,Day 2,-10385787.4496495,5612502.22100855
1232,0,0,12/30/2015 12:00:00 AM,3228 15th a ve s,Day 2
1233,-10385750.155884,5622778.949572,12/30/2015 12:00:00 AM,2720 girard ave n,Day 2,-10385750.1558828,5622778.949572
1234,-10379685.641984,5620796.665011,12/30/2015 12:00:00 AM,614 fillmore st ne,Day 2,-10379685.6419829,5620796.66501076
1235,-10379395.18899,5619095.918684,12/30/2015 12:00:00 AM,1004 6th st se,Day 2,-10379395.1889892,5619095.91868446
1236,-10387445.118892,5620506.171897,12/30/2015 12:00:00 AM,1418 sheridan ave n,Day 2,-10387445.1188915,5620506.17189687
1237,-10378835.969025,5618984.00162,12/30/2015 12:00:00 AM,1310 7th st SE,Day 2,-10378835.9690243,5618984.00161978
1238,-10385791.236349,5612214.187629,12/30/2015 12:00:00 AM,3424 girard ave s,Day 2,-10385791.236348,5612214.18762946
1239,-10381095.85805,5612547.473842,12/30/2015 12:00:00 AM,1400 33 st e,Day 2,-10381095.8580488,5612547.47384219
1240,-10379675.473297,5621168.221725,12/30/2015 12:00:00 AM,746 fillmore st ne,Day 2,-10379675.4732958,5621168.22172542
1241,-10379391.233168,5621080.675978,12/30/2015 12:00:00 AM,714 buchanan st ne,Day 2,-10379391.2331674,5621080.67597817
1242,-10378754.282016,5618735.000115,12/30/2015 12:00:00 AM,1420 6th st se,Day 2,-10378754.2820146,5618735.00011528
1243,-10379050.187784,5618902.093078,12/30/2015 12:00:00 AM,1228 6th st se,Day 2,-10379050.1877833,5618902.09307774
1244,-10381246.884014,5622041.858712,12/30/2015 12:00:00 AM,1516 ADAMS ST NE,Day 2,-10381246.8840134,5622041.85871177
1245,-10380440.537692,5618698.119263,12/30/2015 12:00:00 AM,110 6TH AVE NE,Day 2,-10380440.5376913,5618698.11926323
1246,-10380761.703103,5610300.192011,12/30/2015 12:00:00 AM,1548 41St st e,Day 2,-10380761.7031021,5610300.19201093
1247,-10385751.675403,5624212.61989,12/30/2015 12:00:00 AM,3416 girard ave n,Day 2,-10385751.6754018,5624212.61989016
1248,-10378673.253537,5618892.392513,12/30/2015 12:00:00 AM,1416 7th st se,Day 2,-10378673.2535361,5618892.39251279
1249,-10378771.941531,5618745.026782,12/30/2015 12:00:00 AM,1408 6th st se,Day 2,-10378771.9415301,5618745.02678236
1250,-10380111.938455,5611141.488175,12/30/2015 12:00:00 AM,3802 LONGFELLOW AVE S,Day 2,-10380111.9384541,5611141.48817501
1251,-10378763.111773,5618740.013449,12/30/2015 12:00:00 AM,1414 6th Se,Day 2,-10378763.1117724,5618740.01344882
1252,0,0,12/30/2015 12:00:00 AM,1108 14th ave s e,Day 2
1253,-10379831.598021,5622280.523377,12/30/2015 12:00:00 AM,1626 taylor st ne,Day 2,-10379831.5980198,5622280.5233769
1254,-10379952.17387,5618839.701588,12/30/2015 12:00:00 AM,314 8th ave se,Day 2,-10379952.1738691,5618839.70158765
1255,-10386459.548324,5619989.370404,12/30/2015 12:00:00 AM,1230 Logan ave n,Day 2,-10386459.5483231,5619989.37040393
1256,-10379292.881218,5619243.97737,12/30/2015 12:00:00 AM,1014 7th st se,Day 2,-10379292.8812169,5619243.9773699
1257,0,0,12/30/2015 12:00:00 AM,3142 16tj ave,Day 2
1258,-10378679.123262,5618895.692586,12/30/2015 12:00:00 AM,1412 7th st se,Day 2,-10378679.1232611,5618895.69258635
1259,-10380059.40087,5622645.220636,12/30/2015 12:00:00 AM,1838 polk st ne,Day 2,-10380059.4008685,5622645.2206355
1260,-10378842.769634,5619004.876788,12/30/2015 12:00:00 AM,702 13th st se,Day 2,-10378842.7696331,5619004.87678821
1261,-10379856.793165,5623471.171318,12/30/2015 12:00:00 AM,2418 Taylor St NE,Day 2,-10379856.7931642,5623471.17131845
1262,-10381108.755557,5612961.300217,12/30/2015 12:00:00 AM,3132 14th ave,Day 2,-10381108.755556,5612961.3002167
1263,-10387444.199206,5621365.056741,12/30/2015 12:00:00 AM,1918 sheridan Ave  N,Day 2,-10387444.1992053,5621365.05674058
1264,-10386321.76949,5619628.769194,12/30/2015 12:00:00 AM,1024 Knox Ave N,Day 2,-10386321.7694893,5619628.76919363
1265,-10380968.909746,5613305.639916,12/30/2015 12:00:00 AM,3030 15th ave NE,Day 2,-10380968.9097448,5613305.63991648
1266,-10379625.054657,5619428.678302,12/30/2015 12:00:00 AM,800 7th st se,Day 2,-10379625.0546558,5619428.67830179
1267,-10386742.974705,5619247.095984,12/30/2015 12:00:00 AM,728 newton ave n,Day 2,-10386742.974704,5619247.09598367
1268,-10379977.111339,5613064.947045,12/30/2015 12:00:00 AM,3114 19th ave s,Day 2,-10379977.1113382,5613064.94704516
1269,-10380955.552404,5611143.440355,12/30/2015 12:00:00 AM,3802 15 av s,Day 2,-10380955.5524029,5611143.44035499
1270,-10386462.211797,5619345.297589,12/30/2015 12:00:00 AM,804 Logan ave n,Day 2,-10386462.2117957,5619345.29758906
1271,-10378661.514087,5618885.792366,12/30/2015 12:00:00 AM,1424 7th st se,Day 2,-10378661.5140862,5618885.79236566
1272,-10387302.284426,5620502.259471,12/30/2015 12:00:00 AM,1416 Russell ave n,Day 2,-10387302.2844254,5620502.25947137
1273,-10378153.394904,5619562.225423,12/30/2015 12:00:00 AM,990 17th ave se,Day 2,-10378153.3949029,5619562.22542297
1274,-10386321.631563,5619645.133971,12/30/2015 12:00:00 AM,1032 Knox ave n,Day 2,-10386321.6315617,5619645.13397097
1275,-10378442.380566,5618964.042379,12/30/2015 12:00:00 AM,1504 8th ST se,Day 2,-10378442.3805652,5618964.0423787
1276,-10383363.996795,5616029.728565,12/30/2015 12:00:00 AM,1806 stevens ave,Day 2,-10383363.9967945,5616029.72856462
1277,-10377967.798232,5619113.592877,12/30/2015 12:00:00 AM,840 18th Ave. SE.,Day 2,-10377967.7982313,5619113.59287749
1278,-10380450.363951,5623618.540443,12/30/2015 12:00:00 AM,2506 jackson st ne,Day 2,-10380450.3639499,5623618.54044318
1279,-10385787.502529,5620786.81841,12/30/2015 12:00:00 AM,1606 girard ave n,Day 2,-10385787.5025281,5620786.81840983
1280,-10380969.016648,5613327.567701,12/30/2015 12:00:00 AM,3022 15th ave s,Day 2,-10380969.0166474,5613327.56770094
1281,0,0,12/30/2015 12:00:00 AM,204 E 18th st,Day 2
1282,-10379950.534287,5618842.68117,12/30/2015 12:00:00 AM,316 8th ave se,Day 2,-10379950.5342859,5618842.68117048
1283,-10378687.92785,5618900.642697,12/30/2015 12:00:00 AM,1406 7th st Se,Day 2,-10378687.9278485,5618900.64269669
