played,album,artist,title,station,Count
12/13/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,5
12/13/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,5
12/13/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,5
12/13/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,5
12/13/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,5
12/14/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,5
12/14/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,5
12/14/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,5
12/14/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,5
12/14/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,5
12/14/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,5
12/14/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,5
12/14/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,5
12/14/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,5
12/14/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,5
12/14/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,5
12/14/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,5
12/15/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,5
12/15/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,5
12/15/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,5
12/15/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,5
12/15/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,5
12/15/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,5
12/15/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,5
12/15/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,5
12/15/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,5
12/16/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,5
12/16/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,5
12/16/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,5
12/16/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,5
12/16/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,5
12/16/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,5
12/17/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,5
12/17/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,5
12/17/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,5
12/17/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,5
12/17/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,5
12/17/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,5
12/17/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,5
12/17/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,5
12/17/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,5
12/17/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,5
12/17/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,5
12/17/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,5
12/18/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,5
12/18/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,5
12/18/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,5
12/18/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,5
12/18/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,5
12/18/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,5
12/18/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,5
12/18/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,5
12/18/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,5
12/18/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,5
12/18/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,5
12/19/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,5
12/19/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,5
12/19/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,5
12/19/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,5
12/19/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,5
12/19/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,5
12/19/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,5
12/19/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,5
12/19/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,5
12/19/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,5
12/19/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,5
12/19/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,5
12/19/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,5
12/19/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,5
12/19/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,5
12/19/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,5
12/19/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,5
12/19/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,5
12/19/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,5
12/19/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,5
12/19/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,5
12/20/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,5
12/20/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,5
12/20/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,5
12/20/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,5
12/20/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,5
12/20/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,5
12/20/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,5
12/20/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,5
12/20/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,5
12/20/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,5
12/20/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,5
12/20/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kost1035,5
12/20/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,5
12/20/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,5
12/21/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,5
12/21/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,5
12/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,5
12/21/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,5
12/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,5
12/21/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,5
12/21/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,5
12/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,5
12/21/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,5
12/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,5
12/21/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,5
12/21/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,5
12/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,5
12/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,5
12/21/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,5
12/22/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,5
12/22/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,5
12/22/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,5
12/22/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,5
12/22/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,5
12/22/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,5
12/22/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,5
12/22/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,5
12/22/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,5
12/23/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,5
12/23/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,5
12/23/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,5
12/23/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,5
12/23/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,5
12/23/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,5
12/23/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,5
12/23/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,5
12/24/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,5
12/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,5
12/24/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,5
12/24/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,5
12/24/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,5
12/24/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,5
12/24/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,5
12/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,5
12/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,5
12/24/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,5
12/25/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,5
12/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,5
12/25/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,5
12/25/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,5
12/25/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,5
12/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,5
12/25/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,5
12/25/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,5
12/25/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,5
12/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,5
12/25/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,5
12/25/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,5
12/25/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,5
12/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,5
12/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,5
12/25/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,5
11/19/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,litefm,4
11/19/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
11/20/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
11/20/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
11/20/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
11/20/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
11/20/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
11/20/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,litefm,4
11/20/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
11/20/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
11/20/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
11/20/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
11/20/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
11/20/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,4
11/20/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
11/20/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
11/20/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
11/21/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,litefm,4
11/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
11/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
11/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
11/21/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
11/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
11/21/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
11/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
11/21/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
11/21/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
11/21/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
11/21/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
11/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
11/21/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
11/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
11/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
11/21/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,litefm,4
11/21/23,Merry Christmas,Andy Williams,Winter Wonderland,star1021,4
11/21/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
11/21/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
11/21/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
11/21/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
11/21/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
11/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,litefm,4
11/22/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
11/22/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
11/22/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
11/22/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,4
11/22/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
11/22/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
11/22/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,litefm,4
11/22/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
11/22/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
11/22/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
11/22/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kool108,4
11/22/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
11/22/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
11/22/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
11/22/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
11/22/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
11/22/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
11/22/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,4
11/23/23,A Christmas Album,Amy Grant,Sleigh Ride,magic107,4
11/23/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
11/23/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
11/23/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
11/23/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,4
11/23/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
11/23/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
11/23/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
11/23/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
11/23/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
11/23/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
11/23/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
11/23/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
11/23/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
11/23/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
11/23/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
11/23/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
11/23/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
11/23/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,4
11/23/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
11/23/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
11/24/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,litefm,4
11/24/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
11/24/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
11/24/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
11/24/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,987theriver,4
11/24/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
11/24/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
11/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
11/24/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
11/24/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
11/24/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,litefm,4
11/24/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,kg95,4
11/24/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
11/24/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
11/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
11/24/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kost1035,4
11/24/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
11/24/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
11/24/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
11/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
11/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
11/25/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
11/25/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
11/25/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
11/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
11/25/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
11/25/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
11/25/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
11/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
11/25/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
11/25/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
11/25/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
11/25/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
11/25/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,litefm,4
11/25/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
11/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
11/25/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
11/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
11/25/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
11/25/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
11/25/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
11/26/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,987theriver,4
11/26/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,litefm,4
11/26/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
11/26/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
11/26/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
11/26/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
11/26/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
11/26/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,litefm,4
11/26/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
11/26/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
11/26/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
11/26/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
11/26/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
11/26/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
11/26/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
11/26/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,star1021,4
11/26/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
11/26/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,kost1035,4
11/26/23,Merry Christmas,Andy Williams,Winter Wonderland,kool108,4
11/26/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,star1021,4
11/26/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
11/26/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,987theriver,4
11/26/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
11/26/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
11/26/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,kg95,4
11/26/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
11/26/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,kost1035,4
