played,album,artist,title,station,Count
12/11/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,4
12/11/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/11/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/11/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
12/11/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
12/11/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,4
12/11/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,litefm,4
12/11/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,4
12/12/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,4
12/12/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kost1035,4
12/12/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/12/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
12/12/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/12/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
12/12/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,kost1035,4
12/12/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/12/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/12/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
12/12/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/12/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
12/12/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/12/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
12/13/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/13/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
12/13/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/13/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
12/13/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
12/13/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,4
12/13/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
12/13/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
12/13/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
12/13/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/13/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,4
12/13/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
12/13/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,4
12/13/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
12/13/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/14/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/14/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/14/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/14/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
12/14/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,4
12/14/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/14/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/14/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
12/14/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/14/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,star1021,4
12/14/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
12/14/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
12/14/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
12/14/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/14/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
12/14/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
12/14/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/14/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/14/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
12/14/23,Merry Christmas,Andy Williams,Winter Wonderland,kool108,4
12/14/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/14/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/14/23,Merry Christmas,Andy Williams,Winter Wonderland,kost1035,4
12/14/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/14/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
12/15/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
12/15/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
12/15/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/15/23,Christmas Songs by Sinatra,Frank Sinatra,Santa Claus Is Comin' to Town,957bigfm,4
12/15/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/15/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/15/23,Christmas Songs by Sinatra,Frank Sinatra,Santa Claus Is Comin' to Town,litefm,4
12/15/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,litefm,4
12/15/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/15/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/15/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
12/15/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/15/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,kg95,4
12/15/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
12/15/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/15/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
12/15/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
12/15/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,4
12/15/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/15/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/16/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/16/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/16/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/16/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/16/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/16/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
12/16/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/16/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/16/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
12/16/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
12/16/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/16/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/17/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
12/17/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
12/17/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/17/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/17/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,4
12/17/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/17/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/17/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
12/17/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/17/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
12/17/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,litefm,4
12/17/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
12/17/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/17/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
12/17/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,kost1035,4
12/17/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/17/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,star1021,4
12/17/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
12/17/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
12/17/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/17/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,957bigfm,4
12/17/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,4
12/17/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/17/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
12/17/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
12/18/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/18/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/18/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/18/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
12/18/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
12/18/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
12/18/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/18/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
12/18/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,4
12/18/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
12/18/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/18/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
12/18/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
12/18/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,4
12/18/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,4
12/18/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/18/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/19/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
12/19/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,4
12/19/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
12/19/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/19/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/19/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/19/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
12/19/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/19/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
12/19/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/19/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/19/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/19/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/19/23,Christmas Songs by Sinatra,Frank Sinatra,Santa Claus Is Comin' to Town,957bigfm,4
12/19/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/19/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/19/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,kool108,4
12/19/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
12/19/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,4
12/19/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,4
12/19/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
12/20/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/20/23,Christmas Songs by Sinatra,Frank Sinatra,Santa Claus Is Comin' to Town,957bigfm,4
12/20/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/20/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/20/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/20/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/20/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
12/20/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,4
12/20/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/20/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/20/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/20/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/20/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/20/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,magic107,4
12/20/23,Merry Christmas,Andy Williams,Winter Wonderland,star1021,4
12/20/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
12/20/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/21/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/21/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/21/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
12/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
12/21/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,star1021,4
12/21/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/21/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
12/21/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/21/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/21/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/21/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
12/21/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kost1035,4
12/21/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
12/21/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/21/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/21/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/21/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,litefm,4
12/21/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kost1035,4
12/21/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
12/21/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,magic107,4
12/21/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
12/21/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
12/21/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
12/22/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/22/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/22/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
12/22/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,4
12/22/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/22/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/22/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,4
12/22/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
12/22/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
12/22/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/22/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,4
12/22/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/22/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
12/22/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/22/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
12/22/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/22/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kost1035,4
12/22/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
12/22/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/22/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/23/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,litefm,4
12/23/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,litefm,4
12/23/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
12/23/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,magic107,4
12/23/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,kg95,4
12/23/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/23/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/23/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
12/23/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/23/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,4
12/23/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/23/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/23/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
12/23/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
12/23/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/23/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/23/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
12/23/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kost1035,4
12/23/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
12/23/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
12/23/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
12/23/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,4
12/23/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
12/23/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
12/23/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
12/24/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/24/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
12/24/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/24/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/24/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
12/24/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/24/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/24/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,litefm,4
12/24/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/24/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/24/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
12/24/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
12/24/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
12/24/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/24/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,4
12/24/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kost1035,4
12/24/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/24/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
12/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/24/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
12/24/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
12/24/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/24/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/24/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/25/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/25/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,957bigfm,4
12/25/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
12/25/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
12/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/25/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/25/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
12/25/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
12/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
12/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/25/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/25/23,Merry Christmas,Andy Williams,Winter Wonderland,star1021,4
12/25/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/25/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/25/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
12/25/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,4
12/25/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
