row,date,category,store,address,phone
402,1/1/94,APPAREL-WOMEN'S READY TO WEAR,Christopher & Banks (Braun's),S270,858-8512
403,1/1/94,APPAREL-MEN'S & WOMEN'S,Abercrombie & Fitch,N200,851-0911
404,1/1/94,APPAREL-MEN'S & WOMEN'S,Abercrombie & Fitch Outlet,N306,851-9463
405,1/1/94,APPAREL-MEN'S & WOMEN'S,Aeropostale,N118,876-0095
406,1/1/94,APPAREL-MEN'S & WOMEN'S,AKA by Eddie Bauer,W232,851-0714
407,1/1/94,APPAREL-MEN'S & WOMEN'S,American Eagle Outfitters,N248,854-4788
408,1/1/94,APPAREL-MEN'S & WOMEN'S,American Eagle Outfitters,S120,851-9011
409,1/1/94,APPAREL-MEN'S & WOMEN'S,Authentic Northern Reflections,W144,851-0846
410,1/1/94,APPAREL-MEN'S & WOMEN'S,Banana Republic,S166,854-1818
411,1/1/94,APPAREL-MEN'S & WOMEN'S,Brooks Brothers,S174,858-8901
412,1/1/94,APPAREL-MEN'S & WOMEN'S,The Buckle,N101,854-4388
413,1/1/94,APPAREL-MEN'S & WOMEN'S,City Shirts,N375,854-8110
414,1/1/94,APPAREL-MEN'S & WOMEN'S,City Shirts,West 1,854-8110
415,1/1/94,APPAREL-MEN'S & WOMEN'S,d.e.m.o.,N140,883-0340
416,1/1/94,APPAREL-MEN'S & WOMEN'S,Eddie Bauer,W234,851-0727
417,1/1/94,APPAREL-MEN'S & WOMEN'S,Guess,S214,858-8241
418,1/1/94,APPAREL-MEN'S & WOMEN'S,Hemp's/Sativa's Closet,S382,854-0098
419,1/1/94,APPAREL-MEN'S & WOMEN'S,Hot Topic,E179,858-9150
420,1/1/94,APPAREL-MEN'S & WOMEN'S,Leather Limited,N136,858-9898
421,1/1/94,APPAREL-MEN'S & WOMEN'S,Limbo Lounge,N162,854-2547
422,1/1/94,APPAREL-MEN'S & WOMEN'S,Liquid Color,West 1,No Phone
423,1/1/94,APPAREL-MEN'S & WOMEN'S,Minnesota Sweatshirt,W327,814-0133
424,1/1/94,APPAREL-MEN'S & WOMEN'S,Northern Experience,S200,854-4707
425,1/1/94,APPAREL-MEN'S & WOMEN'S,Old Navy Clothing,E138,853-0100
426,1/1/94,APPAREL-MEN'S & WOMEN'S,Ragstock,N106,854-5133
427,1/1/94,APPAREL-MEN'S & WOMEN'S,RCC Western Wear,N180,854-1063
428,1/1/94,APPAREL-MEN'S & WOMEN'S,Talking T's,West 1,853-9997
429,1/1/94,APPAREL-MEN'S & WOMEN'S,Wilson's/The Leather Experts,S142,854-2402
