row,date,category,store,address,phone
287,10/1/17,DINING-SWEETS+TREATS,Rustica Cookies + Creamery,N123,
292,10/1/17,DINING-COFFEE+TEA,Caribou Coffee,S226,854-1031
293,10/1/17,DINING-COFFEE+TEA,Caribou Coffee,S380,854-7818
295,10/1/17,DINING-COFFEE+TEA,Caribou Coffee,N224,858-8360
296,10/1/17,DINING-COFFEE+TEA,Chatime Tea,S343,456-8668
298,10/1/17,DINING-COFFEE+TEA,DAVIDsTEA,E114,854-9105
300,10/1/17,DINING-COFFEE+TEA,Sencha Tea Bar,N392,405-9288
301,10/1/17,DINING-COFFEE+TEA,Starbucks,C310,612-257-5599
302,10/1/17,DINING-COFFEE+TEA,Starbucks,E164,854-1922
303,10/1/17,DINING-COFFEE+TEA,Starbucks,W276,853-1274
304,10/1/17,DINING-COFFEE+TEA,Teavana,W128,853-9880
305,10/1/17,DINING-COFFEE+TEA,Tim Hortons,E280,854-1221
308,10/1/17,ELECTRONIC+TECH,Apple Store,S132,854-4870
309,10/1/17,ELECTRONIC+TECH,AT&T,S104,703-4384
310,10/1/17,ELECTRONIC+TECH,Best Buy,W340,853-1359
311,10/1/17,ELECTRONIC+TECH,Bose,W156,854-6978
321,10/1/17,ELECTRONIC+TECH,Microsoft Store,S162,487-7372
323,10/1/17,ELECTRONIC+TECH,Sprint,E360,
324,10/1/17,ELECTRONIC+TECH,Sprint,W387,854-9070
325,10/1/17,ELECTRONIC+TECH,T-Mobile,E156,
326,10/1/17,ELECTRONIC+TECH,T-Mobile,N382,854-7469
327,10/1/17,ELECTRONIC+TECH,Verizon,E264,853-0022
330,10/1/17,EYEWEAR,LensCrafters,N304,858-8410
331,10/1/17,EYEWEAR,Oakley,N107,854-2007
332,10/1/17,EYEWEAR,Oakley,N260,854-6620
334,10/1/17,EYEWEAR,Solstice Sunglasses,W131,854-4720
337,10/1/17,EYEWEAR,Sunglass Hut,N256,858-8910
338,10/1/17,EYEWEAR,Sunglass Hut,W296,858-8910
339,10/1/17,EYEWEAR,Sunglass Hut,W362,858-9963
340,10/1/17,EYEWEAR,Sunglass Hut,N118,858-8547
342,10/1/17,HEALTH+BEAUTY,Aveda Experience Center,W288,854-0595
343,10/1/17,HEALTH+BEAUTY,bareMinerals,E110,854-9205
344,10/1/17,HEALTH+BEAUTY,bareMinerals,N294,854-8554
345,10/1/17,HEALTH+BEAUTY,Bath & Body Works,N172,858-8377
346,10/1/17,HEALTH+BEAUTY,Bath & Body Works,S234,854-5252
350,10/1/17,HEALTH+BEAUTY,Brow Art,E362,854-1270
351,10/1/17,HEALTH+BEAUTY,Crabtree & Evelyn,W270,854-3986
352,10/1/17,HEALTH+BEAUTY,Final Cut Sports Barbershop,N372,681-2871
353,10/1/17,HEALTH+BEAUTY,GNC,N370,851-0880
354,10/1/17,HEALTH+BEAUTY,Gold Elements,W164,
357,10/1/17,HEALTH+BEAUTY,Kiehl’s,N121,854-9541
359,10/1/17,HEALTH+BEAUTY,L.A. Nails,W364,854-9102
360,10/1/17,HEALTH+BEAUTY,L’OCCITANE,W268,854-5581
361,10/1/17,HEALTH+BEAUTY,LUSH,E112,854-9672
362,10/1/17,HEALTH+BEAUTY,MAC Cosmetics,W294,814-9805
363,10/1/17,HEALTH+BEAUTY,Mastercuts,E368,854-1414
364,10/1/17,HEALTH+BEAUTY,Nail Trix,E363,851-9900
365,10/1/17,HEALTH+BEAUTY,NYX Professional Makeup,E106,854-5457
367,10/1/17,HEALTH+BEAUTY,Origins,W292,858-9665
368,10/1/17,HEALTH+BEAUTY,Perfumania,N219,851-0790
371,10/1/17,HEALTH+BEAUTY,Progressions Salon,W135,851-9999
372,10/1/17,HEALTH+BEAUTY,Regis Salon,E152,854-2444
373,10/1/17,HEALTH+BEAUTY,Relaxing Massage,N367,
374,10/1/17,HEALTH+BEAUTY,Sabon,W166,657-5861
375,10/1/17,HEALTH+BEAUTY,Sephora,W200,854-1517
376,10/1/17,HEALTH+BEAUTY,Sigma Beauty,W286,405-6684
378,10/1/17,HEALTH+BEAUTY,The Art of Shaving,W125,854-1441
379,10/1/17,HEALTH+BEAUTY,The Body Shop,W148,858-9752
381,10/1/17,HEALTH+BEAUTY,White Barn Candle,S234,858-8377
382,10/1/17,HEALTH+BEAUTY,Worker B,W166,612-584-0440
384,10/1/17,HOME,Anthropologie,C128,
385,10/1/17,HOME,Corda-a-Roys,E348,854-0335
386,10/1/17,HOME,Cut Above Home,S238,854-1157
388,10/1/17,HOME,LoveSac,W327,854-5105
390,10/1/17,HOME,Sleep Number,S256,858-9531
396,10/1/17,JEWELRY+WATCHES,Ben Bridge Jeweler,W136,814-9356
397,10/1/17,JEWELRY+WATCHES,Fixology,N390,854-4205
398,10/1/17,JEWELRY+WATCHES,Fossil,E168,854-1935
399,10/1/17,JEWELRY+WATCHES,Helzberg Diamonds,W154,851-0057
401,10/1/17,JEWELRY+WATCHES,Impulse,E314,854-1195
403,10/1/17,JEWELRY+WATCHES,JARED The Galleria of Jewelry,W278,854-1255
404,10/1/17,JEWELRY+WATCHES,KAY Jewelers,N174,876-0700
405,10/1/17,JEWELRY+WATCHES,Local Charm,E104,854-6562
406,10/1/17,JEWELRY+WATCHES,Lotus Beads and Jewelers,N368,854-9951
407,10/1/17,JEWELRY+WATCHES,Michael Hill Jewelry,S292,854-9292
408,10/1/17,JEWELRY+WATCHES,Pandora,N127,252-1495
409,10/1/17,JEWELRY+WATCHES,Persepolis,W360,
411,10/1/17,JEWELRY+WATCHES,Rogers & Holland Jewelers,W146,814-9400
412,10/1/17,JEWELRY+WATCHES,Swarovski,N288,853-2130
413,10/1/17,JEWELRY+WATCHES,Swatch,E162,853-9000
414,10/1/17,JEWELRY+WATCHES,The Gold Guys,E357,465-3489
415,10/1/17,JEWELRY+WATCHES,Zales,E240,883-2063
417,10/1/17,JEWELRY+WATCHES,Brighton,S224,854-8043
418,10/1/17,JEWELRY+WATCHES,Coach,W274,858-8600
419,10/1/17,JEWELRY+WATCHES,Henri Bendel,S156,854-9206
420,10/1/17,JEWELRY+WATCHES,House of Samsonite,W158,854-9139
421,10/1/17,JEWELRY+WATCHES,kate spade new york,S106,854-1003
422,10/1/17,JEWELRY+WATCHES,Michael Kors,S184,814-1900
423,10/1/17,JEWELRY+WATCHES,Tumi,W140,854-4767
424,10/1/17,JEWELRY+WATCHES,Vera Bradley,S288,854-1822
428,10/1/17,SERVICES,Bank of America,N232,
429,10/1/17,SERVICES,Bank of America,W118,
430,10/1/17,SERVICES,Bloomington Police Dept,E217,
431,10/1/17,SERVICES,Chapel of Love,E318,854-4656
432,10/1/17,SERVICES,Executive Center,E410,883-8809
435,10/1/17,SERVICES,Market Research Center,W322,
436,10/1/17,SERVICES,Mystic Lake Casino-Hotel,E296,403-5370
437,10/1/17,SERVICES,Prof Bellows Old Time Photos,N374,853-9804
438,10/1/17,SERVICES,Stitch It,N364,854-5723
439,10/1/17,SERVICES,Xchange of America,E218,
441,10/1/17,SHOES,ALDO,N188,854-6118
442,10/1/17,SHOES,Boot Barn,N386,854-1063
443,10/1/17,SHOES,Clark’s,E146,854-4462
444,10/1/17,SHOES,Crocs,N108,854-5278
445,10/1/17,SHOES,Dr. Martens,N101,854-9006
446,10/1/17,SHOES,DSW,W124,876-0991
447,10/1/17,SHOES,ECCO,N218,854-5188
448,10/1/17,SHOES,Famous Footwear,N151,854-1206
449,10/1/17,SHOES,Famous Footwear,W310,853-0883
450,10/1/17,SHOES,Finish Line,E241,814-0116
451,10/1/17,SHOES,Flip Flop Shops,N103,767-7528
452,10/1/17,SHOES,Fly Zone at Kids Foot Locker,E272,858-8928
453,10/1/17,SHOES,Foot Locker,N162,854-5728
454,10/1/17,SHOES,Footaction,E102,858-8937
455,10/1/17,SHOES,House of Hoops by Foot Locker,N356,854-5644
456,10/1/17,SHOES,Johnston + Murphy,W144,854-1930
457,10/1/17,SHOES,Journeys,N154,858-9923
458,10/1/17,SHOES,Kids Foot Locker,E272,858-8928
460,10/1/17,SHOES,Merrell,N282,854-5778
461,10/1/17,SHOES,Nike,W244,854-5042
462,10/1/17,SHOES,O’Shoes,E246,854-1649
463,10/1/17,SHOES,Payless ShoeSource,N150,858-8132
464,10/1/17,SHOES,Shi by Journeys,E268,854-6991
465,10/1/17,SHOES,Skechers,N214,854-3000
466,10/1/17,SHOES,SOREL,W112,854-5260
467,10/1/17,SHOES,Steve Madden,W142,876-0370
468,10/1/17,SHOES,Stuart Weitzman,S184,854-4080
469,10/1/17,SHOES,The Running Room,W161,854-1996
470,10/1/17,SHOES,The Walking Company,W160,854-0380
471,10/1/17,SHOES,TOMS,C106,854-9441
472,10/1/17,SHOES,UGG Australia,S144,854-5166
473,10/1/17,SHOES,Vans,N254,854-2942
474,10/1/17,SHOES,Villa Shoes,N244,854-9114
476,10/1/17,"TOYS,GAMES+HOBBIES",Air Traffic,N384,858-9599
477,10/1/17,"TOYS,GAMES+HOBBIES",The Animal Lover’s,E125,612-524-6820
479,10/1/17,"TOYS,GAMES+HOBBIES",BrickMania,E352,854-9850
480,10/1/17,"TOYS,GAMES+HOBBIES",Build-A-Bear Workshop,E172,854-1164
483,10/1/17,"TOYS,GAMES+HOBBIES",Crayola Experience + Store,S300,851-5800
484,10/1/17,"TOYS,GAMES+HOBBIES",Creative Kidstuff,E148,612-524-6630
486,10/1/17,"TOYS,GAMES+HOBBIES",Disney Store,S118,854-9119
490,10/1/17,"TOYS,GAMES+HOBBIES",Games by James,E358,854-4747
491,10/1/17,"TOYS,GAMES+HOBBIES",GameStop,E284,814-0082
492,10/1/17,"TOYS,GAMES+HOBBIES",GameStop,N378,854-6191
495,10/1/17,"TOYS,GAMES+HOBBIES",JM Cremp’s,N240,854-9105
496,10/1/17,"TOYS,GAMES+HOBBIES",The LEGO Store,S164,858-8949
497,10/1/17,"TOYS,GAMES+HOBBIES",ME 3D,E356,658-8858
