email_id,label
195,Category Promotions
195,Unread
196,Inbox
196,Category Promotions
196,Unread
197,Inbox
197,Category Promotions
197,Unread
198,Inbox
198,Category Promotions
198,Unread
199,Inbox
199,Category Promotions
199,Unread
200,Inbox
200,Category Promotions
200,Unread
201,Inbox
201,Category Promotions
201,Unread
202,Inbox
202,Category Promotions
202,Unread
203,Inbox
203,Category Promotions
203,Unread
204,Inbox
204,Category Promotions
204,Unread
205,Inbox
205,Category Promotions
205,Unread
206,Inbox
206,Category Promotions
206,Unread
207,Inbox
207,Category Promotions
207,Unread
208,Inbox
208,Category Promotions
208,Unread
209,Archived
209,Category Promotions
209,Unread
209,Personal
210,Inbox
210,Category Promotions
210,Unread
211,Inbox
211,Category Promotions
211,Unread
212,Inbox
212,Category Promotions
212,Unread
213,Inbox
213,Category Promotions
213,Unread
214,Inbox
214,Category Promotions
214,Unread
215,Inbox
215,Category Promotions
215,Unread
216,Inbox
216,Category Promotions
216,Unread
217,Inbox
217,Category Promotions
217,Unread
218,Inbox
218,Category Promotions
218,Unread
219,Inbox
219,Category Promotions
219,Unread
220,Inbox
220,Category Promotions
220,Unread
221,Inbox
221,Category Promotions
221,Unread
222,Archived
222,Category Promotions
222,Unread
222,Personal
223,Archived
223,Category Promotions
223,Unread
223,Personal
224,Archived
224,Category Promotions
224,Unread
224,Personal
225,Inbox
225,Category Promotions
225,Unread
226,Inbox
226,Category Promotions
226,Unread
227,Inbox
227,Category Promotions
227,Unread
228,Inbox
228,Category Promotions
228,Unread
229,Inbox
229,Category Promotions
229,Unread
230,Inbox
230,Category Promotions
230,Unread
231,Inbox
231,Category Promotions
231,Unread
232,Inbox
232,Category Promotions
232,Unread
233,Inbox
233,Category Promotions
233,Unread
234,Inbox
234,Category Promotions
234,Unread
235,Inbox
235,Category Promotions
235,Unread
236,Inbox
236,Category Promotions
236,Unread
237,Inbox
237,Category Promotions
237,Unread
238,Inbox
238,Category Promotions
238,Unread
239,Archived
239,Category Promotions
239,Unread
239,Personal
240,Inbox
240,Category Promotions
240,Unread
241,Inbox
241,Category Promotions
