Date,Phase (degrees),Distance (M), Declination (degrees) , Azimuth (degrees) , Altitude (degrees) 
4/7/09,97,379824160.8, (3.03), 83.36 , (10.85)
4/8/09,99,384468832.1, (8.94), 79.46 , (22.85)
4/9/09,100,389395603.4, (14.34), 74.86 , (34.45)
4/10/09,98,394368178, (19.00), 68.84 , (45.52)
4/11/09,94,399106650.4, (22.71), 60.02 , (55.80)
4/12/09,89,403309972.2, (25.32), 45.51 , (64.71)
4/13/09,82,406682563.6, (26.71), 20.40 , (70.78)
4/14/09,74,408960645.8, (26.86), 346.11 , (71.44)
4/15/09,65,409935787.5, (25.81), 318.88 , (66.45)
4/16/09,56,409474409.9, (23.64), 302.98 , (58.44)
4/17/09,47,407532660.3, (20.49), 293.49 , (49.11)
4/18/09,37,404166652.1, (16.48), 287.17 , (39.08)
4/19/09,28,399537271.8, (11.77), 282.47 , (28.56)
4/20/09,20,393908542, (6.50), 278.59 , (17.61)
4/21/09,12,387637415.5, (0.83), 275.08 , (6.10)
4/22/09,6,381152145.2, 5.03 , 271.57 , 5.69 
4/23/09,2,374917522.1, 10.84 , 267.72 , 17.74 
4/24/09,0,369388166.4, 16.25 , 263.01 , 30.10 
4/25/09,1,364954504.2, 20.88 , 256.57 , 42.50 
4/26/09,4,361892992.6, 24.27 , 246.45 , 54.47 
4/27/09,10,360333518.3, 26.05 , 228.06 , 64.85 
4/28/09,19,360254555.4, 25.97 , 194.10 , 70.53 
4/29/09,28,361508313.9, 24.06 , 155.73 , 67.58 
4/30/09,39,363866787.2, 20.57 , 132.89 , 58.51 
5/1/09,51,367073685.3, 15.88 , 120.71 , 47.23 
5/2/09,62,370887661, 10.38 , 113.26 , 35.29 
5/3/09,72,375107841.2, 4.46 , 107.97 , 23.21 
5/4/09,81,379580061.9, (1.58), 103.71 , 11.23 
5/5/09,89,384187150, (7.46), 99.88 , (0.11)
5/6/09,95,388830114.5, (12.92), 96.07 , (12.28)
5/7/09,98,393407352.1, (17.72), 91.93 , (23.56)
5/8/09,100,397797370.5, (21.67), 86.99 , (34.44)
5/9/09,99,401849314.8, (24.58), 80.56 , (44.80)
5/10/09,97,405382862.3, (26.31), 71.37 , (54.38)
5/11/09,93,408196652.5, (26.79), 57.05 , (62.60)
5/12/09,87,410083542.6, (26.06), 34.24 , (68.19)
5/13/09,80,410850148.3, (24.19), 4.27 , (69.14)
5/14/09,72,410338160.6, (21.31), 338.35 , (65.02)
5/15/09,63,408446150.3, (17.58), 321.49 , (57.70)
5/16/09,54,405149317.3, (13.14), 310.78 , (48.77)
5/17/09,44,400517324.7, (8.15), 303.38 , (38.94)
5/18/09,34,394727464.6, (2.75), 297.72 , (28.48)
5/19/09,25,388071102.1, 2.91 , 292.95 , (17.48)
5/20/09,16,380949704.7, 8.61 , 288.53 , (5.81)
5/21/09,9,373855232.1, 14.11 , 284.02 , 6.09 
5/22/09,4,367330567.4, 19.04 , 278.98 , 18.29 
5/23/09,1,361909049.9, 22.95 , 272.75 , 30.71 
5/24/09,0,358040179.9, 25.40 , 264.19 , 42.93 
5/25/09,3,356017621.2, 26.02 , 251.00 , 54.19 
5/26/09,8,355931726.8, 24.67 , 229.03 , 62.85 
5/27/09,16,357664557.4, 21.55 , 196.71 , 65.81 
5/28/09,26,360929380.2, 17.03 , 166.54 , 61.49 
5/29/09,37,365339705.3, 11.59 , 147.31 , 52.65 
5/30/09,48,370484068.8, 5.65 , 135.55 , 42.04 
5/31/09,59,375985942.4, (0.43), 127.57 , 30.88 
6/1/09,69,381539262.1, (6.36), 121.48 , 19.65 
6/2/09,78,386919225.6, (11.89), 116.32 , 8.57 
6/3/09,86,391973828.3, (16.81), 111.52 , (1.42)
6/4/09,92,396604462.5, (20.92), 106.65 , (13.06)
6/5/09,97,400742022.5, (24.05), 101.32 , (23.33)
6/6/09,99,404324473.4, (26.04), 95.07 , (33.16)
6/7/09,100,407279783.9, (26.82), 87.22 , (42.38)
6/8/09,99,409516451.5, (26.36), 76.73 , (50.67)
6/9/09,96,410922388.7, (24.74), 62.17 , (57.46)
6/10/09,91,411372167.4, (22.09), 42.43 , (61.76)
6/11/09,85,410740464, (18.55), 19.26 , (62.45)
6/12/09,78,408921007.6, (14.30), 357.81 , (59.29)
6/13/09,69,405848454.5, (9.50), 341.29 , (53.21)
6/14/09,60,401521690, (4.30), 329.21 , (45.28)
6/15/09,50,396026364.7, 1.15 , 320.07 , (36.19)
6/16/09,40,389554400, 6.70 , 312.65 , (26.28)
6/17/09,30,382416144.2, 12.12 , 306.13 , (15.71)
6/18/09,20,375040337.8, 17.14 , 299.93 , (3.31)
6/19/09,12,367954433.7, 21.40 , 293.51 , 7.01 
6/20/09,5,361739246.5, 24.46 , 286.31 , 18.67 
6/21/09,1,356956398.9, 25.87 , 277.54 , 30.27 
6/22/09,0,354058177.2, 25.33 , 265.97 , 41.17 
6/23/09,2,353302473.8, 22.85 , 249.79 , 50.35 
6/24/09,7,354702454.8, 18.70 , 227.54 , 56.12 
6/25/09,14,358031158.5, 13.37 , 201.73 , 56.77 
6/26/09,23,362879559, 7.35 , 178.96 , 52.36 
6/27/09,33,368744376.5, 1.09 , 162.21 , 44.74 
6/28/09,44,375116096.3, (5.05), 150.19 , 35.58 
6/29/09,55,381544626.1, (10.79), 141.05 , 25.84 
6/30/09,65,387675939.1, (15.92), 133.54 , 15.98 
7/1/09,74,393261443.1, (20.25), 126.86 , 6.27 
7/2/09,83,398148436.8, (23.61), 120.49 , (2.11)
7/3/09,89,402259594.6, (25.86), 114.00 , (12.72)
7/4/09,94,405567573.6, (26.91), 107.01 , (21.60)
7/5/09,98,408069970.5, (26.72), 99.07 , (29.96)
7/6/09,100,409768039.2, (25.35), 89.68 , (37.59)
7/7/09,100,410651399.9, (22.90), 78.22 , (44.17)
7/8/09,98,410690341.5, (19.53), 64.19 , (49.21)
7/9/09,94,409836343.7, (15.40), 47.63 , (52.13)
7/10/09,89,408030436.7, (10.71), 29.74 , (52.42)
7/11/09,83,405218840.9, (5.61), 12.51 , (49.99)
7/12/09,74,401373865.3, (0.26), 357.42 , (45.23)
7/13/09,65,396518394, 5.18 , 344.76 , (38.71)
7/14/09,55,390751209.1, 10.51 , 334.07 , (30.90)
7/15/09,45,384269456.8, 15.53 , 324.70 , (22.16)
7/16/09,34,377383520.1, 19.93 , 316.06 , (12.72)
7/17/09,24,370517576.7, 23.36 , 307.59 , (1.66)
7/18/09,15,364187654.7, 25.40 , 298.77 , 7.54 
7/19/09,7,358951266.5, 25.70 , 289.03 , 17.66 
7/20/09,2,355328829, 24.08 , 277.66 , 27.32 
7/21/09,0,353709932.2, 20.63 , 263.87 , 35.82 
7/22/09,1,354271450.3, 15.70 , 247.07 , 42.20 
7/23/09,5,356937276.4, 9.79 , 227.68 , 45.47 
7/24/09,11,361396435.3, 3.40 , 207.72 , 45.13 
7/25/09,20,367171770.7, (3.02), 189.67 , 41.57 
7/26/09,29,373712109.6, (9.12), 174.62 , 35.76 
7/27/09,40,380478644, (14.61), 162.29 , 28.67 
7/28/09,50,387007105.4, (19.29), 151.94 , 20.96 
7/29/09,60,392940540.8, (22.99), 142.86 , 13.05 
7/30/09,70,398037951.4, (25.56), 134.49 , 5.21 
7/31/09,78,402165340.6, (26.92), 126.40 , (1.61)
8/1/09,86,405276661.2, (27.04), 118.23 , (10.21)
8/2/09,92,407389886.1, (25.94), 109.65 , (17.32)
8/3/09,96,408562104.2, (23.73), 100.35 , (23.88)
8/4/09,99,408866078.4, (20.55), 90.04 , (29.73)
8/5/09,100,408370949.1, (16.56), 78.47 , (34.59)
8/6/09,99,407128963.6, (11.95), 65.55 , (38.19)
8/7/09,97,405169449.9, (6.89), 51.46 , (40.21)
8/8/09,92,402501429.4, (1.56), 36.73 , (40.44)
8/9/09,86,399124449.3, 3.86 , 22.10 , (38.81)
8/10/09,79,395046694.9, 9.20 , 8.18 , (35.46)
8/11/09,70,390308675.4, 14.23 , 355.29 , (30.65)
8/12/09,60,385008719.7, 18.71 , 343.39 , (24.66)
8/13/09,49,379325931.5, 22.33 , 332.24 , (17.78)
8/14/09,38,373535026.4, 24.75 , 321.51 , (10.26)
8/15/09,27,368005636, 25.65 , 310.82 , (1.36)
8/16/09,17,363178831, 24.80 , 299.79 , 5.81 
8/17/09,9,359517451.9, 22.16 , 288.02 , 13.51 
8/18/09,3,357432893.3, 17.93 , 275.16 , 20.60 
8/19/09,0,357204085.4, 12.47 , 260.97 , 26.50 
8/20/09,0,358912429.4, 6.24 , 245.51 , 30.71 
8/21/09,3,362416857.9, (0.29), 229.25 , 32.82 
8/22/09,9,367378251.6, (6.68), 213.06 , 32.75 
8/23/09,16,373323146.6, (12.59), 197.76 , 30.73 
8/24/09,25,379724020.3, (17.74), 183.82 , 27.21 
8/25/09,35,386073030, (21.89), 171.29 , 22.68 
8/26/09,44,391935513.7, (24.90), 159.96 , 17.54 
8/27/09,54,396980572.7, (26.67), 149.52 , 12.09 
8/28/09,64,400990963, (27.16), 139.66 , 6.55 
8/29/09,73,403858950.9, (26.41), 130.09 , 1.22 
8/30/09,81,405572101.7, (24.50), 120.56 , (3.21)
8/31/09,88,406194017.5, (21.57), 110.85 , (9.74)
9/1/09,93,405841488.2, (17.78), 100.75 , (14.56)
9/2/09,97,404660875.7, (13.31), 90.12 , (18.88)
9/3/09,99,402805403.6, (8.32), 78.83 , (22.55)
9/4/09,100,400415756.2, (3.00), 66.83 , (25.42)
9/5/09,98,397606076.1, 2.47 , 54.17 , (27.33)
9/6/09,95,394458182.5, 7.89 , 41.01 , (28.13)
9/7/09,89,391024636.1, 13.02 , 27.58 , (27.76)
9/8/09,82,387341661.6, 17.63 , 14.14 , (26.21)
9/9/09,73,383449419.6, 21.41 , 0.90 , (23.58)
9/10/09,63,379416145, 24.08 , 347.96 , (20.00)
9/11/09,52,375361518.7, 25.34 , 335.31 , (15.65)
9/12/09,41,371471575.6, 24.99 , 322.88 , (10.72)
9/13/09,30,368000028.1, 22.99 , 310.51 , (5.08)
9/14/09,20,365249317.7, 19.42 , 298.05 , 0.47 
9/15/09,11,363531046.7, 14.57 , 285.34 , 5.45 
9/16/09,5,363110108.5, 8.79 , 272.27 , 10.29 
9/17/09,1,364145717.6, 2.49 , 258.80 , 14.51 
9/18/09,0,366646721.2, (3.93), 245.00 , 17.85 
9/19/09,2,370455541.8, (10.07), 231.03 , 20.13 
9/20/09,6,375267055.8, (15.61), 217.12 , 21.30 
9/21/09,12,380674396.8, (20.26), 203.53 , 21.40 
9/22/09,20,386227681.7, (23.79), 190.45 , 20.57 
9/23/09,29,391490611.4, (26.06), 177.96 , 18.96 
9/24/09,38,396085334.4, (27.01), 166.08 , 16.76 
9/25/09,47,399721808.9, (26.67), 154.72 , 14.10 
9/26/09,57,402212676.6, (25.12), 143.78 , 11.12 
9/27/09,66,403476431.8, (22.50), 133.12 , 7.92 
9/28/09,75,403531779, (18.98), 122.60 , 4.60 
9/29/09,82,402484989, (14.72), 112.09 , 1.32 
9/30/09,89,400512169.7, (9.88), 101.46 , (1.49)
10/1/09,94,397836660.4, (4.64), 90.60 , (5.80)
10/2/09,98,394703256.7, 0.83 , 79.39 , (9.28)
10/3/09,100,391351390.1, 6.33 , 67.77 , (12.34)
10/4/09,99,387990014.4, 11.62 , 55.69 , (15.05)
10/5/09,97,384778553.4, 16.43 , 43.12 , (17.28)
10/6/09,92,381818157.6, 20.46 , 30.11 , (18.91)
10/7/09,85,379154978.7, 23.39 , 16.73 , (19.84)
10/8/09,76,376796366.1, 24.95 , 3.10 , (19.99)
10/9/09,66,374735144.5, 24.93 , 349.37 , (19.35)
10/10/09,55,372977026.4, 23.30 , 335.65 , (17.91)
10/11/09,44,371562834.1, 20.18 , 322.07 , (15.74)
10/12/09,33,370578845.2, 15.80 , 308.68 , (12.95)
10/13/09,22,370151219.3, 10.48 , 295.52 , (9.64)
10/14/09,14,370423183.4, 4.56 , 282.57 , (5.79)
10/15/09,7,371519921.7, (1.63), 269.81 , (1.19)
10/16/09,2,373509390.5, (7.73), 257.21 , 2.08 
10/17/09,0,376370168.3, (13.41), 244.73 , 5.70 
10/18/09,1,379975712.5, (18.38), 232.37 , 9.14 
10/19/09,3,384099305, (22.35), 220.09 , 12.20 
10/20/09,8,388438190.9, (25.13), 207.91 , 14.78 
10/21/09,15,392649384.6, (26.59), 195.81 , 16.81 
10/22/09,22,396389587.2, (26.71), 183.82 , 18.25 
10/23/09,31,399351446, (25.56), 171.94 , 19.06 
10/24/09,40,401292742.8, (23.29), 160.18 , 19.26 
10/25/09,49,402057049.6, (20.07), 148.52 , 18.84 
10/26/09,58,401585640.6, (16.06), 136.96 , 17.80 
10/27/09,68,399921880.8, (11.45), 125.48 , 16.14 
10/28/09,76,397207917.6, (6.37), 114.06 , 13.89 
10/29/09,84,393674021.8, (1.00), 102.66 , 11.05 
10/30/09,91,389619116.9, 4.48 , 91.24 , 7.70 
10/31/09,96,385382949, 9.88 , 79.74 , 3.91 
11/1/09,99,381310036.2, 14.91 , 68.08 , 0.02 
11/2/09,100,377709960.6, 19.26 , 56.19 , (4.42)
11/3/09,98,374819610.8, 22.58 , 43.97 , (9.59)
11/4/09,94,372776257.8, 24.54 , 31.32 , (13.99)
11/5/09,88,371609055.4, 24.88 , 18.17 , (17.98)
11/6/09,80,371251998.1, 23.56 , 4.48 , (21.31)
11/7/09,70,371574920.6, 20.70 , 350.33 , (23.74)
11/8/09,59,372423693.7, 16.57 , 335.85 , (25.06)
11/9/09,47,373658782.6, 11.49 , 321.32 , (25.15)
11/10/09,36,375182171.5, 5.82 , 307.02 , (24.00)
11/11/09,26,376947917.8, (0.13), 293.20 , (21.68)
11/12/09,17,378954871.9, (6.07), 280.03 , (18.35)
11/13/09,9,381225883.4, (11.70), 267.55 , (14.21)
11/14/09,4,383779238.7, (16.76), 255.72 , (9.47)
11/15/09,1,386600657, (20.98), 244.43 , (2.89)
11/16/09,0,389622251.7, (24.13), 233.54 , 1.29 
11/17/09,1,392714066.6, (26.03), 222.88 , 6.33 
11/18/09,5,395688952.3, (26.61), 212.27 , 11.37 
11/19/09,10,398319320, (25.88), 201.57 , 16.11 
11/20/09,16,400362046.1, (23.96), 190.61 , 20.37 
11/21/09,23,401586720.3, (21.03), 179.28 , 24.00 
11/22/09,32,401803197.9, (17.28), 167.48 , 26.85 
11/23/09,41,400886607.9, (12.88), 155.19 , 28.77 
11/24/09,50,398797242.5, (8.00), 142.51 , 29.59 
11/25/09,60,395594802.9, (2.79), 129.58 , 29.21 
11/26/09,69,391445539.5, 2.59 , 116.64 , 27.52 
11/27/09,78,386620058.1, 7.97 , 103.90 , 24.53 
11/28/09,86,381479456.5, 13.12 , 91.53 , 20.29 
11/29/09,93,376446658.2, 17.75 , 79.58 , 14.91 
11/30/09,97,371962002.7, 21.51 , 68.00 , 8.62 
12/1/09,100,368426469.7, 24.02 , 56.62 , 1.79 
12/2/09,99,366141595.3, 24.94 , 45.23 , (5.80)
12/3/09,96,365261508.7, 24.10 , 33.52 , (13.48)
12/4/09,91,365772207.6, 21.57 , 21.20 , (20.65)
12/5/09,83,367505665.1, 17.60 , 7.94 , (27.04)
12/6/09,73,370184971, 12.59 , 353.53 , (32.19)
12/7/09,62,373485182.6, 6.94 , 338.06 , (35.65)
12/8/09,51,377092468.4, 1.01 , 321.97 , (37.11)
12/9/09,40,380747891.2, (4.90), 306.04 , (36.45)
12/10/09,30,384269770.2, (10.51), 291.07 , (33.83)
12/11/09,21,387555178.4, (15.60), 277.51 , (29.60)
12/12/09,13,390565243.9, (19.92), 265.43 , (24.15)
12/13/09,7,393300245.3, (23.28), 254.63 , (17.86)
12/14/09,3,395771607.4, (25.49), 244.81 , (11.00)
12/15/09,0,397976369.4, (26.44), 235.67 , (2.40)
12/16/09,0,399878724.7, (26.10), 226.89 , 3.65 
12/17/09,2,401401591.1, (24.54), 218.18 , 10.75 
12/18/09,5,402428875.5, (21.90), 209.23 , 17.74 
12/19/09,10,402817734, (18.38), 199.74 , 24.36 
12/20/09,17,402418147.4, (14.17), 189.35 , 30.38 
12/21/09,24,401097268.6, (9.44), 177.74 , 35.56 
12/22/09,33,398765302.1, (4.37), 164.65 , 39.53 
12/23/09,42,395401000.6, 0.89 , 150.14 , 41.91 
12/24/09,52,391073435, 6.19 , 134.67 , 42.30 
12/25/09,62,385958225.5, 11.34 , 119.14 , 40.47 
12/26/09,72,380344124.9, 16.12 , 104.48 , 36.45 
12/27/09,81,374625251.3, 20.21 , 91.19 , 30.46 
12/28/09,89,369273745.1, 23.27 , 79.32 , 22.86 
12/29/09,95,364789577.2, 24.90 , 68.59 , 14.02 
12/30/09,99,361629736.4, 24.82 , 58.59 , 4.41 
12/31/09,100,360129301.4, 22.91 , 48.85 , (5.80)
1/1/10,98,360435679, 19.34 , 38.83 , (16.24)
1/2/10,93,362479693.8, 14.47 , 27.96 , (26.10)
1/3/10,86,365994397.6, 8.77 , 15.51 , (35.01)
1/4/10,77,370575745.2, 2.67 , 0.79 , (42.33)
1/5/10,67,375762185.1, (3.44), 343.47 , (47.31)
1/6/10,56,381110034, (9.25), 324.38 , (49.27)
1/7/10,45,386247674.9, (14.51), 305.60 , (48.04)
1/8/10,35,390903666.4, (19.00), 289.08 , (44.07)
1/9/10,25,394911723, (22.55), 275.49 , (38.14)
1/10/10,17,398198420, (24.99), 264.44 , (30.95)
1/11/10,10,400760448.4, (26.22), 255.26 , (23.00)
1/12/10,5,402637132.8, (26.21), 247.35 , (14.58)
1/13/10,2,403882810.5, (24.97), 240.21 , (5.71)
1/14/10,0,404543493.7, (22.64), 233.46 , 3.11 
1/15/10,0,404639802.7, (19.37), 226.73 , 11.75 
1/16/10,2,404158919.5, (15.34), 219.66 , 20.39 
1/17/10,6,403056294.7, (10.75), 211.83 , 28.79 
1/18/10,11,401266131.6, (5.77), 202.68 , 36.73 
1/19/10,18,398720056, (0.57), 191.46 , 43.87 
1/20/10,26,395371045.5, 4.68 , 177.32 , 49.67 
1/21/10,35,391219971, 9.82 , 159.82 , 53.33 
1/22/10,45,386342068.2, 14.64 , 140.00 , 53.95 
1/23/10,55,380908777.8, 18.91 , 120.65 , 51.12 
1/24/10,65,375200562.6, 22.32 , 104.14 , 45.19 
1/25/10,75,369604017, 24.53 , 90.94 , 36.92 
1/26/10,84,364586927.7, 25.22 , 80.36 , 26.99 
1/27/10,92,360646618.3, 24.17 , 71.49 , 15.94 
1/28/10,97,358234121.5, 21.35 , 63.57 , 4.25 
1/29/10,100,357667587.7, 16.99 , 55.97 , (8.10)
1/30/10,99,359061333.9, 11.48 , 48.02 , (20.25)
1/31/10,96,362295365.7, 5.31 , 38.98 , (31.94)
2/1/10,90,367038819, (1.07), 27.76 , (42.64)
2/2/10,81,372817254.4, (7.24), 12.84 , (51.61)
2/3/10,72,379099143.9, (12.88), 352.79 , (57.71)
2/4/10,61,385375773.7, (17.74), 328.76 , (59.65)
2/5/10,51,391218055.2, (21.61), 306.00 , (57.12)
2/6/10,41,396306897.3, (24.35), 288.41 , (51.31)
2/7/10,31,400440660.7, (25.87), 275.77 , (43.63)
2/8/10,22,403526310.4, (26.15), 266.49 , (34.97)
2/9/10,15,405560224.1, (25.22), 259.28 , (25.79)
2/10/10,9,406603879.3, (23.18), 253.30 , (16.32)
2/11/10,4,406757520.9, (20.18), 248.03 , (6.60)
2/12/10,1,406135396.1, (16.38), 243.06 , 3.30 
2/13/10,0,404844019.6, (11.95), 238.07 , 12.94 
2/14/10,1,402966917.1, (7.08), 232.69 , 22.69 
2/15/10,3,400556893.3, (1.93), 226.45 , 32.34 
2/16/10,7,397637528.9, 3.31 , 218.64 , 41.70 
2/17/10,13,394213596, 8.47 , 208.07 , 50.43 
2/18/10,20,390289901.2, 13.35 , 192.79 , 57.82 
2/19/10,29,385895250.2, 17.74 , 170.88 , 62.50 
2/20/10,38,381109093.5, 21.36 , 144.47 , 62.70 
2/21/10,49,376085351.4, 23.93 , 121.10 , 57.98 
2/22/10,60,371067774.5, 25.16 , 104.45 , 49.72 
2/23/10,70,366390083, 24.82 , 92.97 , 39.35 
2/24/10,80,362453848.9, 22.80 , 84.58 , 27.71 
2/25/10,89,359680846.3, 19.19 , 77.89 , 15.27 
2/26/10,95,358443319.2, 14.25 , 72.02 , 2.53 
2/27/10,99,358986446.3, 8.37 , 66.35 , (10.85)
2/28/10,100,361366062.2, 1.99 , 60.27 , (23.85)
3/1/10,98,365424624.5, (4.42), 53.01 , (36.40)
3/2/10,93,370814340.7, (10.47), 43.31 , (48.04)
3/3/10,86,377058368.4, (15.81), 28.83 , (58.07)
3/4/10,77,383628418.5, (20.17), 6.21 , (65.07)
3/5/10,68,390016648.4, (23.37), 336.10 , (66.89)
3/6/10,58,395788883.8, (25.29), 309.34 , (63.06)
3/7/10,48,400615096.7, (25.92), 291.74 , (55.76)
3/8/10,38,404280794.8, (25.31), 280.63 , (46.93)
3/9/10,29,406683643.3, (23.56), 273.07 , (37.43)
3/10/10,21,407820925.5, (20.83), 267.45 , (27.60)
3/11/10,14,407770768.2, (17.27), 262.90 , (17.57)
3/12/10,8,406670337.7, (13.05), 258.92 , (7.37)
3/13/10,4,404692328.5, (8.34), 255.16 , 3.14 
3/14/10,1,402021626, (3.30), 251.31 , 13.39 
3/15/10,0,398834756, 1.91 , 247.06 , 23.86 
3/16/10,1,395283792.7, 7.10 , 241.92 , 34.34 
3/17/10,4,391487685.6, 12.08 , 235.11 , 44.67 
3/18/10,9,387532329, 16.60 , 225.04 , 54.53 
3/19/10,16,383480663.4, 20.42 , 208.56 , 63.06 
3/20/10,24,379390300.1, 23.25 , 181.29 , 68.25 
3/21/10,34,375336649.1, 24.82 , 147.98 , 67.23 
3/22/10,44,371435908.2, 24.93 , 123.33 , 60.30 
3/23/10,55,367861259.5, 23.48 , 108.63 , 50.19 
3/24/10,66,364845899.7, 20.49 , 99.39 , 38.54 
3/25/10,77,362666808.4, 16.16 , 92.88 , 26.06 
3/26/10,86,361608001.6, 10.79 , 87.72 , 13.13 
3/27/10,93,361907169, 4.74 , 83.15 , 0.35 
3/28/10,98,363698446.8, (1.59), 78.63 , (13.36)
3/29/10,100,366968146, (7.79), 73.64 , (26.36)
3/30/10,99,371538591.4, (13.48), 67.46 , (38.90)
3/31/10,95,377085920.1, (18.32), 58.84 , (50.62)
4/1/10,90,383184979.1, (22.04), 45.18 , (60.89)
